pws_id,Chemical,Years tested,Maximum Level (ppt)
NH1345010,Total PFAS,2019,9.5
NH1371010,PFHxA,2023,5.4
NH1371010,PFOA,2023,8.1
NH1371010,PFPeA,2023,7.8
NH1371010,PFHpA,2023,3
NH1371010,Total PFAS,2023,24
NH1391010,PFOA,2023,6.1
NH1391010,Total PFAS,2023,6.1
NH1392010,PFOS,2019,3
NH1392010,PFOA,2019,6.3
NH1392010,Total PFAS,2019,9.3
NH1392030,PFHxS,2019,3.1
NH1392030,PFOS,2019,4.5
NH1392030,PFOA,2019,27
NH1392030,Total PFAS,2019,35
NH1392040,PFBS,2019,4.1
NH1392040,PFHxS,2019,2.2
NH1392040,PFHxA,2019,4.3
NH1392040,PFOS,2019,2.4
NH1392040,PFOA,2019,7.6
NH1392040,PFHpA,2019,2.2
NH1392040,Total PFAS,2019,23
NH1392180,PFBS,2019,8.3
NH1392180,PFHxS,2019,2.6
NH1392180,PFHxA,2019,14
NH1392180,PFOS,2019,11
NH1392180,PFOA,2019,27
NH1392180,PFHpA,2019,5.4
NH1392180,Total PFAS,2019,68
NH1392200,PFHxS,2019,4
NH1392200,PFOS,2019,17
NH1392200,PFOA,2019,31
NH1392200,Total PFAS,2019,52
NH1392220,PFHxS,2019,4
NH1392220,PFOS,2019,11
NH1392220,PFOA,2019,21
NH1392220,Total PFAS,2019,35
NH1392230,PFHxS,2019,2.3
NH1392230,PFOS,2019,7.5
NH1392230,PFOA,2019,20
NH1392230,Total PFAS,2019,30
NH1392290,PFBS,2019,2.8
NH1392290,PFHxA,2019,7.1
NH1392290,PFOA,2019,28
NH1392290,PFHpA,2019,5.7
NH1392290,Total PFAS,2019,44
NH1392300,PFOS,2019,3.2
NH1392300,PFOA,2019,8.1
NH1392300,Total PFAS,2019,11
NH1392320,PFBS,2019,2.7
NH1392320,PFBA,2019,1.9
NH1392320,PFHxS,2019,2
NH1392320,PFHxA,2019,5.3
NH1392320,PFOS,2019,1.9
NH1392320,PFOA,2019,7.1
NH1392320,PFPeA,2019,4.3
NH1392320,Total PFAS,2019,24
NH1393050,PFOA,2019,15
NH1393050,Total PFAS,2019,15
NH1395090,PFOS,2019,3.5
NH1395090,PFOA,2019,4.6
NH1395090,Total PFAS,2019,8.2
NH1396060,PFOA,2016-2019,8.7
NH1396060,Total PFAS,2016-2019,8.7
NH1403040,PFOS,2019,4.9
NH1403040,PFOA,2019,2
NH1403040,Total PFAS,2019,6.9
NH1466050,PFHxS,2019,53
NH1466050,PFOS,2019,17
NH1466050,PFOA,2019,5.8
NH1466050,Total PFAS,2019,76
NH1471010,PFBA,2019,2
NH1471010,PFHxA,2019,2.3
NH1471010,PFOA,2019-2023,6.1
NH1471010,Total PFAS,2019-2023,10
NH1472030,PFOS,2019,2.3
NH1472030,PFOA,2019,6.9
NH1472030,Total PFAS,2019,9.1
NH1495010,PFHxS,2019,18
NH1495010,PFOS,2019,58
NH1495010,Total PFAS,2019,76
NH1531010,PFBS,2016-2019,10
NH1531010,PFBA,2016-2019,100
NH1531010,PFHxS,2016-2019,32
NH1531010,PFHxA,2016-2019,30
NH1531010,PFOS,2016-2019,23
NH1531010,PFOA,2014-2019,130
NH1531010,PFPeA,2016-2019,74
NH1531010,PFHpA,2019,7.1
NH1531010,PFNA,2016-2019,7.3
NH1531010,PFUnA,2019,0.6
NH1531010,PFPeS,2019,0.5
NH1531010,PFOSA,2016-2019,12
NH1531010,PFHpA,2016-2019,23
NH1531010,6:2 FTSA,2016,35
NH1531010,Total PFAS,2014-2019,227
NH1566020,PFHxS,2019,2.4
NH1566020,PFHxA,2019,28
NH1566020,PFOA,2019,24
NH1566020,PFHpA,2019,5.8
NH1566020,Total PFAS,2019,61
NH1615050,PFOA,2019,13
NH1615050,Total PFAS,2019,13
NH1616040,PFOA,2019,14
NH1616040,Total PFAS,2019,14
NH1618240,PFOA,2019,9
NH1618240,Total PFAS,2019,9
NH1618400,PFHxA,2017,4
NH1618400,PFOA,2017,6
NH1618400,PFPeA,2017,2
NH1618400,Total PFAS,2017,12
NH1621010,PFBS,2018,3
NH1621010,PFBA,2018,8.6
NH1621010,PFHxS,2018,4.7
NH1621010,PFHxA,2018-2019,4.5
NH1621010,PFOS,2018,11
NH1621010,PFOA,2018-2019,28
NH1621010,PFPeA,2018,4.1
NH1621010,PFHpA,2018,3.9
NH1621010,Total PFAS,2018-2019,64
NH1681010,PFHxS,2019,3.1
NH1681010,PFOA,2019,4.1
NH1681010,Total PFAS,2019,7.1
NH1713010,PFBS,2019,6.3
NH1713010,PFHxA,2019,2.7
NH1713010,PFOS,2019,5.2
NH1713010,PFOA,2019,5.1
NH1713010,PFPeA,2019,2.3
NH1713010,6:2 FTSA,2019,2.5
NH1713010,Total PFAS,2019,24
NH1715020,PFOS,2019,3.2
NH1715020,PFOA,2019,9.3
NH1715020,Total PFAS,2019,13
NH1715060,PFOS,2019,4
NH1715060,PFOA,2019,7.6
NH1715060,Total PFAS,2019,12
NH1732030,PFBS,2019,3.2
NH1732030,PFHxA,2019,5.6
NH1732030,PFOA,2019,7.6
NH1732030,Total PFAS,2019,16
NH1755050,PFOA,2019,8
NH1755050,Total PFAS,2019,8
NH1756040,PFHxS,2019,2.4
NH1756040,PFOA,2019,5.7
NH1756040,Total PFAS,2019,8.1
NH1756050,PFHxS,2019,23
NH1756050,PFOS,2019,6.5
NH1756050,PFOA,2019,4.2
NH1756050,Total PFAS,2019,34
NH1793030,PFHxS,2019,6.9
NH1793030,PFOS,2019,8.1
NH1793030,Total PFAS,2019,15
NH1851010,PFBS,2019,2.3
NH1851010,PFHxA,2019,2.4
NH1851010,PFOA,2019,5.8
NH1851010,Total PFAS,2019,11
NH1852020,PFHxA,2019,4.4
NH1852020,PFOA,2019,6.8
NH1852020,PFHpA,2019,2
NH1852020,Total PFAS,2019,13
NH1852040,PFBS,2018-2019,4.8
NH1852040,PFBA,2018,5.1
NH1852040,PFHxS,2018-2019,5.6
NH1852040,PFHxA,2018,10
NH1852040,PFOS,2018-2019,9.7
NH1852040,PFOA,2018-2019,18
NH1852040,PFPeA,2018,8.2
NH1852040,PFHpA,2019,2.3
NH1852040,PFNA,2018,1.6
NH1852040,PFHpS,2018,0.4
NH1852040,PFPeS,2018,1.2
NH1852040,PFDS,2018,0.7
NH1852040,PFHpA,2018,4.9
NH1852040,Total PFAS,2018-2019,70
NH1852080,PFHxS,2019,3.4
NH1852080,PFHxA,2019,5
NH1852080,PFOS,2019,2.5
NH1852080,PFOA,2019,17
NH1852080,PFHpA,2019,5.4
NH1852080,Total PFAS,2019,33
NH1855090,PFOS,2019,5
NH1855090,PFOA,2019,2.3
NH1855090,Total PFAS,2019,7.3
NH1856070,PFOA,2019,20
NH1856070,Total PFAS,2019,20
NH1861010,PFBS,2016-2023,9.9
NH1861010,PFHxS,2016,6.6
NH1861010,PFOS,2016-2023,16
NH1861010,PFOA,2016,4.8
NH1861010,Total PFAS,2016-2023,37
NH1932020,PFBS,2019,4.7
NH1932020,PFHxS,2019,2.1
NH1932020,PFHxA,2019,9.2
NH1932020,PFOS,2019,21
NH1932020,PFOA,2019,16
NH1932020,PFHpA,2019,4.1
NH1932020,PFDA,2019,2
NH1932020,Total PFAS,2019,59
NH1932040,PFHxS,2019,2.1
NH1932040,PFHxA,2019,2.4
NH1932040,PFOA,2019,5.3
NH1932040,Total PFAS,2019,9.9
NH1932050,PFBS,2019,2.4
NH1932050,PFHxA,2019,3.9
NH1932050,PFOS,2019,3.3
NH1932050,PFOA,2019,5.1
NH1932050,Total PFAS,2019,15
NH1932060,PFOS,2019,5.2
NH1932060,PFOA,2019,8.8
NH1932060,Total PFAS,2019,14
NH1932100,PFOS,2019,3.5
NH1932100,PFOA,2019,5
NH1932100,Total PFAS,2019,8.5
NH1932120,PFBS,2019,5.4
NH1932120,PFHxA,2019,8.9
NH1932120,PFOS,2019,3.4
NH1932120,PFOA,2019,14
NH1932120,PFHpA,2019,3.5
NH1932120,Total PFAS,2019,35
NH1932130,PFBS,2018-2019,8.7
NH1932130,PFHxS,2018-2019,20
NH1932130,PFOS,2018-2019,14
NH1932130,PFOA,2018-2019,70
NH1932130,PFHpA,2018-2019,21
NH1932130,PFNA,2018-2019,31
NH1932130,Total PFAS,2018-2019,165
NH1932140,PFHxS,2019,3
NH1932140,PFOS,2019,6.9
NH1932140,PFOA,2019,11
NH1932140,Total PFAS,2019,21
NH1932190,PFBS,2018-2019,7.4
NH1932190,PFHxS,2018-2019,32
NH1932190,PFOS,2018-2019,59
NH1932190,PFOA,2018-2019,106
NH1932190,PFHpA,2018-2019,30
NH1932190,PFNA,2018-2019,49
NH1932190,Total PFAS,2018-2019,284
NH1932210,PFOS,2019,11
NH1932210,PFOA,2019,10
NH1932210,Total PFAS,2019,21
NH1932220,PFBS,2019,1.9
NH1932220,PFHxS,2019,7.7
NH1932220,PFHxA,2019,3.7
NH1932220,PFOS,2019,3.5
NH1932220,PFOA,2019,6.2
NH1932220,Total PFAS,2019,23
NH1932250,PFBS,2018,5.2
NH1932250,PFBA,2018,4
NH1932250,PFHxS,2018,2.4
NH1932250,PFHxA,2018,5.5
NH1932250,PFOS,2018,3.9
NH1932250,PFOA,2018,7.8
NH1932250,PFPeA,2018,5.3
NH1932250,PFOSA,2018,4.6
NH1932250,PFHpA,2018,2.5
NH1932250,Total PFAS,2018,31
NH1935010,PFBS,2019,6
NH1935010,PFHxS,2019,2.9
NH1935010,PFHxA,2019,7
NH1935010,PFOS,2019,5.3
NH1935010,PFOA,2019,11
NH1935010,PFHpA,2019,2.5
NH1935010,Total PFAS,2019,35
NH1936040,PFBS,2019,4.5
NH1936040,PFHxS,2019,4.7
NH1936040,PFHxA,2019,15
NH1936040,PFOS,2019,8
NH1936040,PFOA,2019,19
NH1936040,PFHpA,2019,5.8
NH1936040,PFNA,2019,2.2
NH1936040,Total PFAS,2019,59
NH1936100,PFHxS,2019,1.9
NH1936100,PFOS,2019,2.4
NH1936100,PFOA,2019,8.6
NH1936100,Total PFAS,2019,13
NH1936230,PFBS,2018,4.2
NH1936230,PFBA,2018,12
NH1936230,PFHxS,2018,12
NH1936230,PFHxA,2018,50
NH1936230,PFOS,2018,19
NH1936230,PFOA,2018,35
NH1936230,PFPeA,2018,36
NH1936230,PFNA,2018,9.7
NH1936230,PFHpA,2018,13
NH1936230,Total PFAS,2018,191
NH1936300,PFHxS,2019,3.1
NH1936300,PFOS,2019,2.1
NH1936300,PFOA,2019,9
NH1936300,Total PFAS,2019,14
NH1936310,PFHxS,2019,3.7
NH1936310,PFOS,2019,5.4
NH1936310,PFOA,2019,9.1
NH1936310,Total PFAS,2019,18
NH1938170,PFBS,2020,2
NH1938170,PFHxS,2020,1.2
NH1938170,PFHxA,2020,7
NH1938170,PFOS,2020,2.1
NH1938170,PFOA,2020,8.3
NH1938170,PFPeA,2020,6.6
NH1938170,PFNA,2020,1.6
NH1938170,PFHpA,2020,2.4
NH1938170,Total PFAS,2020,31
NH1939050,PFBS,2020,2.8
NH1939050,PFBA,2020,3.5
NH1939050,PFHxS,2020,1.6
NH1939050,PFHxA,2020,11
NH1939050,PFOS,2020,5.8
NH1939050,PFOA,2020,7.1
NH1939050,PFPeA,2020,9.1
NH1939050,PFHpA,2020,1.7
NH1939050,Total PFAS,2020,43
NH1951010,PFBS,2023,4
NH1951010,PFBA,2023,5
NH1951010,PFHxS,2019-2023,5.7
NH1951010,PFHxA,2023,4
NH1951010,PFOS,2019-2023,4
NH1951010,PFOA,2019-2023,6
NH1951010,PFPeA,2023,5
NH1951010,Total PFAS,2019-2023,27
NH1973050,PFBS,2019,3.8
NH1973050,PFHxS,2019,9.7
NH1973050,PFHxA,2019,9.3
NH1973050,PFOS,2019,2.8
NH1973050,PFOA,2019,8.1
NH1973050,PFHpA,2019,3.5
NH1973050,Total PFAS,2019,37
NH1996040,PFHxS,2019,2.5
NH1996040,PFHxA,2019,47
NH1996040,PFOS,2019,23
NH1996040,PFOA,2019,26
NH1996040,PFHpA,2019,7.1
NH1996040,PFNA,2019,94
NH1996040,PFDA,2019,3.5
NH1996040,N-EtFOSAA,2019,21
NH1996040,Total PFAS,2019,224
NH2001010,PFOS,2017-2019,5.4
NH2001010,PFOA,2017-2019,8.3
NH2001010,N-EtFOSAA,2019,2.1
NH2001010,Total PFAS,2017-2019,14
NH2002030,PFOS,2019,3.9
NH2002030,PFOA,2019,6.5
NH2002030,Total PFAS,2019,10
NH2003030,PFHxS,2019,3.6
NH2003030,PFOS,2019,6.1
NH2003030,PFOA,2019,16
NH2003030,Total PFAS,2019,25
NH2041010,PFBS,2019,3.2
NH2041010,PFBA,2019,3.8
NH2041010,PFHxS,2017,5
NH2041010,PFHxA,2017-2019,5
NH2041010,PFOS,2017-2019,11
NH2041010,PFOA,2017-2019,10
NH2041010,PFPeA,2017-2019,4
NH2041010,PFHpA,2019,2.1
NH2041010,PFHpA,2017,2
NH2041010,Total PFAS,2017-2019,35
NH2051010,PFOS,2019,2.6
NH2051010,PFOA,2019,8.4
NH2051010,Total PFAS,2019,11
NH2052010,PFHxS,2019,3
NH2052010,PFOA,2019,4.2
NH2052010,Total PFAS,2019,7.2
NH2056010,PFOS,2019,17
NH2056010,PFOA,2019,7.8
NH2056010,PFNA,2019,1.9
NH2056010,Total PFAS,2019,27
NH2082010,PFBS,2019,2.6
NH2082010,PFHxA,2019,3.3
NH2082010,PFOA,2019,4.9
NH2082010,PFHpA,2019,2
NH2082010,Total PFAS,2019,13
NH2082040,PFHxS,2019,3.9
NH2082040,PFOS,2019,4.8
NH2082040,PFOA,2019,8.8
NH2082040,Total PFAS,2019,18
NH2085020,PFOA,2019,4.3
NH2085020,Total PFAS,2019,4.3
NH2111010,PFOS,2019,2.4
NH2111010,PFOA,2016-2019,7.8
NH2111010,Total PFAS,2016-2019,10
NH2215010,PFOS,2019,5.3
NH2215010,PFOA,2019,13
NH2215010,PFNA,2019,2.3
NH2215010,Total PFAS,2019,21
NH2232030,PFBS,2019,3.1
NH2232030,PFHxA,2019,2.7
NH2232030,PFOS,2019,6.5
NH2232030,PFOA,2019,9
NH2232030,PFHpA,2019,2.3
NH2232030,Total PFAS,2019,24
NH2232050,PFBS,2019,4
NH2232050,PFBA,2019,5.1
NH2232050,PFHxS,2019,22
NH2232050,PFHxA,2019,5.6
NH2232050,PFOS,2019,29
NH2232050,PFOA,2019,18
NH2232050,PFPeA,2019,3.4
NH2232050,PFHpA,2019,3.2
NH2232050,Total PFAS,2019,79
NH2232060,PFBS,2019,4
NH2232060,PFHxA,2019,4.7
NH2232060,PFOS,2019,2.4
NH2232060,PFOA,2019,6.1
NH2232060,PFHpA,2019,1.8
NH2232060,Total PFAS,2019,19
NH2232200,PFOA,2019,6
NH2232200,Total PFAS,2019,6
NH2235050,PFHxS,2019,1.7
NH2235050,PFOS,2019,4.5
NH2235050,PFOA,2019,15
NH2235050,PFNA,2019,0.6
NH2235050,Total PFAS,2019,22
NH2235060,PFOS,2019,3.5
NH2235060,PFOA,2019,4.7
NH2235060,Total PFAS,2019,8.2
NH2236050,PFOS,2019,4.9
NH2236050,PFOA,2019,12
NH2236050,Total PFAS,2019,17
NH2236130,PFBS,2019,18
NH2236130,PFHxS,2019,257
NH2236130,PFOS,2019,261
NH2236130,PFOA,2019,76
NH2236130,PFHpA,2019,16
NH2236130,Total PFAS,2019,628
NH2236140,PFHxA,2019,27
NH2236140,PFOS,2019,8
NH2236140,PFOA,2019,25
NH2236140,PFHpA,2019,5
NH2236140,Total PFAS,2019,65
NH2236150,PFOS,2019,2.4
NH2236150,PFOA,2019,6.7
NH2236150,Total PFAS,2019,9
NH2236190,PFBS,2019,6.8
NH2236190,PFBA,2019,2.9
NH2236190,PFHxS,2019,67
NH2236190,PFHxA,2019,14
NH2236190,PFOS,2019,40
NH2236190,PFOA,2019,34
NH2236190,PFPeA,2019,4.9
NH2236190,PFHpA,2019,3.3
NH2236190,Total PFAS,2019,173
NH2238060,PFBS,2019,2.3
NH2238060,PFBA,2019,67
NH2238060,PFHxA,2019,419
NH2238060,PFOS,2019,115
NH2238060,PFOA,2019,144
NH2238060,PFPeA,2019,274
NH2238060,PFHpA,2019,39
NH2238060,PFNA,2019,17
NH2238060,Total PFAS,2019,"1,078"
NH2295030,PFOA,2019,153
NH2295030,PFNA,2019,5.7
NH2295030,Total PFAS,2019,159
NH2296010,PFBS,2020,160
NH2296010,PFHxS,2020,1.4
NH2296010,PFHxA,2020,4.8
NH2296010,PFOS,2020,4.5
NH2296010,PFOA,2020,4.2
NH2296010,PFPeA,2020,10
NH2296010,PFHpA,2020,1.3
NH2296010,Total PFAS,2020,186
NH2351020,PFHxS,2019,24
NH2351020,PFOS,2019,8.8
NH2351020,Total PFAS,2019,33
NH2542030,PFBS,2019,1.8
NH2542030,PFHxS,2019,2.5
NH2542030,PFOS,2019,2.3
NH2542030,PFOA,2019,10
NH2542030,Total PFAS,2019,14
NH2542060,PFBS,2019,4.7
NH2542060,PFHxS,2019,2.7
NH2542060,PFHxA,2019,2.9
NH2542060,PFOS,2019,5
NH2542060,PFOA,2019,8.6
NH2542060,Total PFAS,2019,24
NH2542070,PFHxA,2019,3
NH2542070,PFOS,2019,2.1
NH2542070,PFOA,2019,6
NH2542070,Total PFAS,2019,11
NH2542140,PFBS,2019,4.9
NH2542140,PFHxA,2019,9.9
NH2542140,PFOA,2019,14
NH2542140,PFHpA,2019,4
NH2542140,Total PFAS,2019,33
NH2542170,PFHxA,2019,3.9
NH2542170,PFOA,2019,4.8
NH2542170,Total PFAS,2019,8.7
NH2542180,PFHxA,2019,3.3
NH2542180,PFOA,2019,7.5
NH2542180,Total PFAS,2019,11
NH2542190,PFOA,2019,8.7
NH2542190,Total PFAS,2019,8.7
NH2544010,PFBS,2019,1.9
NH2544010,PFHxA,2019,2.7
NH2544010,PFOS,2019,4.1
NH2544010,PFOA,2019,7.2
NH2544010,Total PFAS,2019,16
NH2544020,PFBS,2017-2019,10
NH2544020,PFBA,2018,1.9
NH2544020,PFHxS,2017-2019,6
NH2544020,PFHxA,2017-2019,5
NH2544020,PFOS,2017-2019,10
NH2544020,PFOA,2017-2019,9.8
NH2544020,PFPeA,2018,2.9
NH2544020,PFHpA,2019,2.3
NH2544020,PFHpA,2017-2018,3
NH2544020,Total PFAS,2017-2019,41
NH2545010,PFBS,2020,4
NH2545010,PFBA,2017-2020,7.5
NH2545010,PFHxS,2017-2019,5
NH2545010,PFHxA,2017-2020,10
NH2545010,PFOS,2017-2020,15
NH2545010,PFOA,2017-2020,12
NH2545010,PFPeA,2017-2020,9
NH2545010,PFNA,2019-2020,2.2
NH2545010,PFHpS,2020,0.4
NH2545010,PFHpA,2020,2.5
NH2545010,Total PFAS,2017-2020,58
NH2545110,PFHxS,2019,4.2
NH2545110,PFOS,2019,2.3
NH2545110,PFOA,2019,7.3
NH2545110,Total PFAS,2019,14
NH2546080,PFHxS,2019,4.7
NH2546080,PFOS,2019,5
NH2546080,PFOA,2019,4.7
NH2546080,Total PFAS,2019,14
NH2546090,PFHxS,2017,10
NH2546090,PFHxA,2017,6
NH2546090,PFOS,2017,6
NH2546090,PFOA,2017,7
NH2546090,PFPeA,2017,7
NH2546090,PFHpA,2017,3
NH2546090,Total PFAS,2017,39
NH2546160,PFBS,2017,9
NH2546160,PFHxS,2017,4
NH2546160,PFHxA,2017,10
NH2546160,PFOS,2017,4
NH2546160,PFOA,2017,9
NH2546160,PFPeA,2017,9
NH2546160,PFHpA,2017,3
NH2546160,Total PFAS,2017,48
NH2546170,PFOA,2019,10
NH2546170,Total PFAS,2019,10
NH2546190,PFBS,2019,2.1
NH2546190,PFHxA,2019,2.3
NH2546190,PFOS,2019,2.7
NH2546190,PFOA,2019,6.3
NH2546190,Total PFAS,2019,13
NH2546220,PFHxS,2019,8
NH2546220,PFOA,2019,5
NH2546220,Total PFAS,2019,13
NH2546230,PFHxS,2019,2.7
NH2546230,PFOS,2019,2.3
NH2546230,PFOA,2019,8.2
NH2546230,Total PFAS,2019,13
NH2548150,PFBS,2017-2018,56
NH2548150,PFBA,2017-2018,16
NH2548150,PFHxS,2017-2018,159
NH2548150,PFHxA,2017-2018,64
NH2548150,PFOS,2017-2018,124
NH2548150,PFOA,2017-2018,27
NH2548150,PFPeA,2017-2018,52
NH2548150,PFNA,2018,0.9
NH2548150,PFHpS,2017-2018,8.8
NH2548150,PFHpA,2017-2018,15
NH2548150,6:2 FTSA,2017-2018,3.4
NH2548150,Total PFAS,2017-2018,478
NH2548170,PFBS,2017-2018,25
NH2548170,PFBA,2017-2018,18
NH2548170,PFHxS,2017-2018,42
NH2548170,PFHxA,2017-2018,50
NH2548170,PFOS,2017-2018,27
NH2548170,PFOA,2017-2018,9.1
NH2548170,PFPeA,2017-2018,76
NH2548170,PFHpS,2018,2
NH2548170,PFHpA,2017-2018,15
NH2548170,Total PFAS,2017-2018,252
NH2548180,PFBS,2017-2018,7.9
NH2548180,PFBA,2017-2018,6.4
NH2548180,PFHxA,2017-2018,12
NH2548180,PFOS,2017-2018,9
NH2548180,PFOA,2017-2018,15
NH2548180,PFPeA,2017-2018,15
NH2548180,PFNA,2018,2.3
NH2548180,PFHpA,2017-2018,5.2
NH2548180,Total PFAS,2017-2018,71
NH2549010,PFBS,2018,1.6
NH2549010,PFBA,2018,2.4
NH2549010,PFHxS,2017-2018,8.3
NH2549010,PFHxA,2017-2018,21
NH2549010,PFOS,2017-2018,16
NH2549010,PFOA,2017-2018,10
NH2549010,PFPeA,2017-2018,10
NH2549010,PFHpA,2017-2018,3
NH2549010,Total PFAS,2017-2018,65
NH2549020,PFBS,2018,6.4
NH2549020,PFBA,2017-2018,5
NH2549020,PFHxS,2017-2018,29
NH2549020,PFHxA,2017-2018,20
NH2549020,PFOS,2017-2018,88
NH2549020,PFOA,2017-2018,10
NH2549020,PFPeA,2017-2018,16
NH2549020,PFNA,2018,1.8
NH2549020,PFHpA,2017-2018,13
NH2549020,Total PFAS,2017-2018,165
NH2549050,PFBS,2018,1.2
NH2549050,PFBA,2018,3.1
NH2549050,PFHxS,2018,1
NH2549050,PFHxA,2018,4.8
NH2549050,PFOA,2017-2018,6.4
NH2549050,PFPeA,2017-2018,6.1
NH2549050,PFHpA,2017-2018,2.5
NH2549050,Total PFAS,2017-2018,25
NJ0102001,PFBS,2020-2021,9.8
NJ0102001,PFHxS,2015-2022,94
NJ0102001,PFHxA,2020-2022,25
NJ0102001,PFOS,2015-2021,48
NJ0102001,PFOA,2015-2022,43
NJ0102001,PFHpA,2015-2021,11
NJ0102001,Total PFAS,2015-2022,192
NJ0102301,PFBS,2019,5.5
NJ0102301,PFHxS,2019,33
NJ0102301,PFHxA,2019,17
NJ0102301,PFOS,2019-2021,18
NJ0102301,PFOA,2019-2021,17
NJ0102301,PFHpA,2019,4.4
NJ0102301,Total PFAS,2019-2021,95
NJ0105398,PFOA,2021,6.7
NJ0105398,Total PFAS,2021,6.7
NJ0108003,PFOS,2019-2022,7.8
NJ0108003,PFOA,2019-2022,10
NJ0108003,PFNA,2019,0.9
NJ0108003,Total PFAS,2019-2022,17
NJ0108334,PFHxS,2022,2.5
NJ0108334,PFHxA,2022,3.8
NJ0108334,PFOS,2019-2022,5.5
NJ0108334,PFOA,2019-2022,12
NJ0108334,PFHpA,2022,2.7
NJ0108334,Total PFAS,2019-2022,24
NJ0109302,PFOS,2019-2022,5.8
NJ0109302,PFOA,2019-2022,18
NJ0109302,Total PFAS,2019-2022,22
NJ0110300,PFOS,2019,54
NJ0110300,PFOA,2019,6.6
NJ0110300,Total PFAS,2019,61
NJ0111375,PFBS,2019,6
NJ0111375,PFHxS,2019,18
NJ0111375,PFHxA,2019,0.5
NJ0111375,PFOS,2019-2021,9.6
NJ0111375,Total PFAS,2019-2021,31
NJ0111376,PFOS,2020,7.6
NJ0111376,Total PFAS,2020,7.6
NJ0111431,PFHxS,2019,2.5
NJ0111431,PFHxA,2019,3.1
NJ0111431,PFOS,2019,0.7
NJ0111431,PFOA,2019-2022,4.9
NJ0111431,PFHpA,2019,1.2
NJ0111431,Total PFAS,2019-2022,9.6
NJ0111441,PFOS,2019-2022,3
NJ0111441,PFOA,2019-2022,5
NJ0111441,PFNA,2019,0.7
NJ0111441,Total PFAS,2019-2022,7.7
NJ0111900,PFOS,2021-2022,5.3
NJ0111900,PFOA,2021-2022,4.7
NJ0111900,Total PFAS,2021-2022,8.5
NJ0112001,PFOS,2020-2022,4.6
NJ0112001,PFOA,2020-2022,5.8
NJ0112001,Total PFAS,2020-2022,10
NJ0113357,PFOA,2019-2021,5
NJ0113357,Total PFAS,2019-2021,5
NJ0119001,PFOS,2019-2022,359
NJ0119001,PFOA,2019-2022,18
NJ0119001,PFNA,2019-2022,3.2
NJ0119001,Total PFAS,2019-2022,377
NJ0119002,PFBS,2020-2022,16
NJ0119002,PFHxS,2020-2022,19
NJ0119002,PFHxA,2020-2022,9.4
NJ0119002,PFOS,2020-2022,16
NJ0119002,PFOA,2020-2022,25
NJ0119002,PFHpA,2020-2022,11
NJ0119002,PFUnA,2020,2
NJ0119002,Total PFAS,2020-2022,96
NJ0123300,PFOS,2019-2022,17
NJ0123300,PFOA,2019-2022,5.7
NJ0123300,Total PFAS,2019-2022,21
NJ0201001,PFBS,2018-2023,4.1
NJ0201001,PFBA,2023,9.6
NJ0201001,PFHxS,2018-2023,7.9
NJ0201001,PFHxA,2018-2023,8.3
NJ0201001,PFOS,2018-2023,24
NJ0201001,PFOA,2018-2023,19
NJ0201001,PFPeA,2023,7.2
NJ0201001,PFHpA,2018-2023,5.7
NJ0201001,PFNA,2018-2022,9.1
NJ0201001,Total PFAS,2018-2023,62
NJ0211001,PFBA,2023,9.3
NJ0211001,PFHxA,2023,4
NJ0211001,PFOS,2023,4.2
NJ0211001,PFOA,2023,5.8
NJ0211001,PFPeA,2023,3.8
NJ0211001,Total PFAS,2023,27
NJ0215300,PFBS,2020-2021,2.4
NJ0215300,PFHxS,2020-2021,4.9
NJ0215300,PFHxA,2020-2022,8.5
NJ0215300,PFOS,2019-2021,8.6
NJ0215300,PFOA,2019-2021,33
NJ0215300,PFHpA,2020-2021,7.3
NJ0215300,PFNA,2019-2021,6.4
NJ0215300,Total PFAS,2019-2022,67
NJ0217001,PFBS,2021,2.2
NJ0217001,PFHxA,2021,4
NJ0217001,PFOS,2013,66
NJ0217001,PFOA,2013,37
NJ0217001,Total PFAS,2013-2021,103
NJ0220001,PFBS,2018-2020,3.9
NJ0220001,PFHxS,2018-2021,3
NJ0220001,PFHxA,2018-2021,5.3
NJ0220001,PFOS,2018-2021,9.4
NJ0220001,PFOA,2018-2021,21
NJ0220001,PFHpA,2018-2021,4.4
NJ0220001,Total PFAS,2018-2021,45
NJ0220305,PFBS,2019-2022,3.1
NJ0220305,PFHxS,2019-2022,11
NJ0220305,PFHxA,2019-2022,24
NJ0220305,PFOS,2019-2022,34
NJ0220305,PFOA,2019-2022,34
NJ0220305,PFHpA,2019-2022,11
NJ0220305,PFNA,2019-2021,8.3
NJ0220305,Total PFAS,2019-2022,109
NJ0221001,PFBS,2021-2022,6.7
NJ0221001,PFBA,2023,14
NJ0221001,PFHxS,2021-2022,13
NJ0221001,PFHxA,2021-2023,9.8
NJ0221001,PFOS,2021-2023,30
NJ0221001,PFOA,2013-2023,45
NJ0221001,PFPeA,2023,5.3
NJ0221001,PFHpA,2021-2022,8.4
NJ0221001,PFNA,2020-2022,3
NJ0221001,Total PFAS,2013-2023,109
NJ0228001,PFBS,2019-2023,14
NJ0228001,PFBA,2023,9.4
NJ0228001,PFHxS,2019-2023,7.8
NJ0228001,PFHxA,2019-2023,12
NJ0228001,PFOS,2019-2023,22
NJ0228001,PFOA,2019-2023,35
NJ0228001,PFPeA,2023,14
