pws_id,Chemical,Years tested,Maximum Level (ppt)
NJ0228001,PFHpA,2019-2023,8.1
NJ0228001,PFNA,2019-2023,23
NJ0228001,Total PFAS,2019-2023,109
NJ0231001,PFHxA,2023,4.2
NJ0231001,PFOS,2023,4.9
NJ0231001,PFOA,2023,7.3
NJ0231001,PFPeA,2023,4.4
NJ0231001,Total PFAS,2023,21
NJ0232001,PFHxA,2023,6.3
NJ0232001,PFOS,2023,5.6
NJ0232001,PFOA,2023,8
NJ0232001,PFPeA,2023,6.6
NJ0232001,Total PFAS,2023,27
NJ0233001,PFBS,2019-2022,4.3
NJ0233001,PFHxS,2019-2022,12
NJ0233001,PFHxA,2019-2022,6
NJ0233001,PFOS,2015-2022,98
NJ0233001,PFOA,2019-2022,12
NJ0233001,PFHpA,2019-2022,4.9
NJ0233001,PFNA,2019-2022,3
NJ0233001,Total PFAS,2015-2022,98
NJ0233005,PFBS,2022,2.2
NJ0233005,PFHxS,2019,2
NJ0233005,PFHxA,2019-2022,3.1
NJ0233005,PFOS,2019-2022,5.3
NJ0233005,PFOA,2019-2022,13
NJ0233005,PFHpA,2019-2022,2.8
NJ0233005,Total PFAS,2019-2022,26
NJ0238001,PFBS,2018-2022,4.9
NJ0238001,PFHxS,2018-2022,13
NJ0238001,PFHxA,2018-2022,18
NJ0238001,PFOS,2018-2022,30
NJ0238001,PFOA,2018-2022,19
NJ0238001,PFHpA,2018-2022,7
NJ0238001,PFNA,2018-2022,2.9
NJ0238001,PFDoA,2018,2
NJ0238001,PFUnA,2018,2
NJ0238001,Total PFAS,2018-2022,91
NJ0242001,PFBS,2020-2023,15
NJ0242001,PFBA,2023,6.2
NJ0242001,PFHxS,2020-2023,14
NJ0242001,PFHxA,2020-2023,12
NJ0242001,PFOS,2020-2023,33
NJ0242001,PFOA,2020-2023,25
NJ0242001,PFPeA,2023,8.4
NJ0242001,PFHpA,2020-2023,6.8
NJ0242001,PFNA,2020-2022,4.7
NJ0242001,Total PFAS,2020-2023,91
NJ0247001,PFBS,2020-2023,5.1
NJ0247001,PFBA,2023,6.1
NJ0247001,PFHxS,2020-2023,18
NJ0247001,PFHxA,2020-2023,6
NJ0247001,PFOS,2020-2023,15
NJ0247001,PFOA,2020-2023,19
NJ0247001,PFPeA,2023,5.9
NJ0247001,PFHpA,2020-2023,6.2
NJ0247001,PFNA,2020-2023,10
NJ0247001,Total PFAS,2020-2023,54
NJ0248001,PFOS,2020-2022,8
NJ0248001,PFOA,2020-2022,16
NJ0248001,Total PFAS,2020-2022,22
NJ0251001,PFBS,2021-2023,8.3
NJ0251001,PFBA,2023,11
NJ0251001,PFHxS,2021-2023,12
NJ0251001,PFHxA,2021-2023,16
NJ0251001,PFOS,2019-2023,21
NJ0251001,PFOA,2014-2023,40
NJ0251001,PFPeA,2023,27
NJ0251001,PFHpA,2021-2023,9.5
NJ0251001,PFNA,2019-2022,5.3
NJ0251001,PFHpS,2023,3
NJ0251001,Total PFAS,2014-2023,96
NJ0255306,PFOS,2019-2021,2.1
NJ0255306,PFOA,2019-2021,5.7
NJ0255306,Total PFAS,2019-2021,7.8
NJ0257001,PFBS,2023,3.5
NJ0257001,PFBA,2023,10
NJ0257001,PFHxA,2023,6.1
NJ0257001,PFOS,2023,4.1
NJ0257001,PFOA,2023,11
NJ0257001,PFPeA,2023,6.6
NJ0257001,PFHpA,2023,3.8
NJ0257001,Total PFAS,2023,45
NJ0263320,PFBS,2019,11
NJ0263320,PFHxS,2019,2.6
NJ0263320,PFHxA,2019,11
NJ0263320,PFOS,2019-2022,12
NJ0263320,PFOA,2019-2022,26
NJ0263320,PFHpA,2019,6.5
NJ0263320,PFNA,2021,1.5
NJ0263320,Total PFAS,2019-2022,69
NJ0264001,PFBS,2019-2023,11
NJ0264001,PFBA,2023,24
NJ0264001,PFHxS,2019-2023,43
NJ0264001,PFHxA,2019-2023,43
NJ0264001,PFOS,2019-2023,96
NJ0264001,PFOA,2019-2023,34
NJ0264001,PFPeA,2023,14
NJ0264001,PFHpA,2019-2023,26
NJ0264001,PFNA,2019-2023,5.5
NJ0264001,Total PFAS,2019-2023,255
NJ0265001,PFHxA,2023,4
NJ0265001,PFOS,2023,5
NJ0265001,PFOA,2013-2023,22
NJ0265001,PFPeA,2023,4
NJ0265001,Total PFAS,2013-2023,22
NJ0306001,PFBS,2023,7.4
NJ0306001,PFHxS,2023,4
NJ0306001,PFHxA,2023,5.6
NJ0306001,PFOS,2020-2023,11
NJ0306001,PFOA,2020-2023,19
NJ0306001,PFPeA,2023,5
NJ0306001,PFHpA,2023,4
NJ0306001,PFNA,2020-2022,2.6
NJ0306001,Total PFAS,2020-2023,51
NJ0306307,PFOA,2019-2021,19
NJ0306307,Total PFAS,2019-2021,19
NJ0310300,PFOS,2020-2022,18
NJ0310300,PFOA,2020-2022,44
NJ0310300,PFNA,2019-2022,15
NJ0310300,Total PFAS,2019-2022,77
NJ0310301,PFOS,2020-2022,15
NJ0310301,PFOA,2020-2022,35
NJ0310301,PFNA,2019-2021,9.1
NJ0310301,Total PFAS,2019-2022,57
NJ0315001,PFOS,2020-2023,10
NJ0315001,PFOA,2020-2023,21
NJ0315001,PFPeA,2023,3.2
NJ0315001,PFNA,2020-2022,7.9
NJ0315001,Total PFAS,2020-2023,37
NJ0319001,PFOS,2020-2022,6.2
NJ0319001,PFOA,2020-2022,4.4
NJ0319001,Total PFAS,2020-2022,11
NJ0327001,PFBS,2020-2022,3
NJ0327001,PFHxS,2020-2021,2.4
NJ0327001,PFHxA,2019-2022,6.6
NJ0327001,PFOS,2018-2022,6.7
NJ0327001,PFOA,2018-2022,6.6
NJ0327001,PFHpA,2019-2021,3.2
NJ0327001,PFUnA,2020,2.3
NJ0327001,Total PFAS,2018-2022,24
NJ0332002,PFBS,2022,8.6
NJ0332002,PFHxS,2021-2022,3.4
NJ0332002,PFHxA,2022,11
NJ0332002,PFOS,2019-2022,14
NJ0332002,PFOA,2019-2022,18
NJ0332002,PFHpA,2022,5
NJ0332002,Total PFAS,2019-2022,59
NJ0335001,PFOS,2022,9.6
NJ0335001,PFOA,2022,14
NJ0335001,Total PFAS,2022,24
NJ0338001,PFHxS,2020-2022,8.1
NJ0338001,PFHxA,2020-2022,2.9
NJ0338001,PFOS,2020-2022,17
NJ0338001,PFOA,2020-2022,7.8
NJ0338001,PFHpA,2021-2022,2.1
NJ0338001,Total PFAS,2020-2022,34
NJ0339001,PFHxS,2020-2022,2.4
NJ0339001,PFHxA,2020-2022,5.6
NJ0339001,PFOS,2019-2022,128
NJ0339001,PFOA,2019-2022,106
NJ0339001,PFHpA,2020-2022,3.7
NJ0339001,PFNA,2019,31
NJ0339001,Total PFAS,2019-2022,265
NJ0404001,PFOS,2019-2020,16
NJ0404001,PFOA,2019-2022,12
NJ0404001,PFNA,2019-2022,48
NJ0404001,Total PFAS,2019-2022,75
NJ0407001,PFOS,2019-2022,7.8
NJ0407001,PFOA,2019-2022,12
NJ0407001,PFNA,2019-2022,34
NJ0407001,Total PFAS,2019-2022,54
NJ0408001,PFBS,2018-2022,6.7
NJ0408001,PFHxS,2018-2022,15
NJ0408001,PFHxA,2020-2022,8.7
NJ0408001,PFOS,2018-2022,59
NJ0408001,PFOA,2018-2022,49
NJ0408001,PFHpA,2018-2022,15
NJ0408001,PFNA,2018-2022,28
NJ0408001,N-EtFOSAA,2020-2022,3.9
NJ0408001,Total PFAS,2018-2022,132
NJ0412001,PFHxS,2020-2022,2.5
NJ0412001,PFHxA,2020-2022,15
NJ0412001,PFOS,2019-2021,5.1
NJ0412001,PFOA,2019-2022,19
NJ0412001,PFHpA,2020-2022,7.3
NJ0412001,PFNA,2020-2021,3.3
NJ0412001,Total PFAS,2019-2022,52
NJ0414001,PFOS,2020,12
NJ0414001,PFOA,2020-2022,10
NJ0414001,PFNA,2015-2022,53
NJ0414001,Total PFAS,2015-2022,53
NJ0415002,PFOS,2020-2022,3
NJ0415002,PFOA,2014-2022,26
NJ0415002,PFNA,2020,2.1
NJ0415002,Total PFAS,2014-2022,26
NJ0424001,PFHxS,2020-2022,8
NJ0424001,PFHxA,2020-2022,6.1
NJ0424001,PFOS,2020-2022,16
NJ0424001,PFOA,2020-2022,13
NJ0424001,PFHpA,2020-2022,4.1
NJ0424001,PFNA,2020-2022,5.3
NJ0424001,Total PFAS,2020-2022,49
NJ0435309,PFBS,2019-2022,13
NJ0435309,PFHxS,2019-2022,3.9
NJ0435309,PFHxA,2019-2022,13
NJ0435309,PFOS,2019-2022,6.1
NJ0435309,PFOA,2019-2022,21
NJ0435309,PFHpA,2019-2022,8
NJ0435309,PFNA,2019-2022,3.2
NJ0435309,Total PFAS,2019-2022,60
NJ0436007,PFBA,2023,10
NJ0436007,PFHxS,2020-2023,3.8
NJ0436007,PFHxA,2020-2023,8.3
NJ0436007,PFOS,2020-2023,11
NJ0436007,PFOA,2020-2023,10
NJ0436007,PFPeA,2023,11
NJ0436007,PFHpA,2020-2022,2.7
NJ0436007,Total PFAS,2020-2023,36
NJ0436010,PFOS,2019-2022,11
NJ0436010,PFOA,2019-2022,11
NJ0436010,Total PFAS,2019-2022,22
NJ0436456,PFOS,2019-2022,2.1
NJ0436456,PFOA,2019-2022,4.9
NJ0436456,Total PFAS,2019-2022,7
NJ0436457,PFOS,2019,7.8
NJ0436457,Total PFAS,2019,7.8
NJ0436458,PFOA,2019-2021,18
NJ0436458,PFNA,2019-2021,7.7
NJ0436458,Total PFAS,2019-2021,23
NJ0504301,PFOS,2020,3.5
NJ0504301,PFOA,2019-2022,4.1
NJ0504301,Total PFAS,2019-2022,7.6
NJ0504348,PFOS,2019-2021,12
NJ0504348,PFOA,2019-2021,14
NJ0504348,Total PFAS,2019-2021,26
NJ0504407,PFHxA,2019,4.5
NJ0504407,PFOS,2019-2021,2.7
NJ0504407,PFOA,2019-2022,9.9
NJ0504407,PFHpA,2019,3.6
NJ0504407,Total PFAS,2019-2022,16
NJ0506321,PFBS,2019,1
NJ0506321,PFHxS,2019,2.1
NJ0506321,PFHxA,2019,3.7
NJ0506321,PFOS,2019-2020,2.7
NJ0506321,PFOA,2019-2022,11
NJ0506321,PFHpA,2019,2.8
NJ0506321,PFNA,2019,0.6
NJ0506321,Total PFAS,2019-2022,21
NJ0511330,PFOA,2019-2022,5.6
NJ0511330,Total PFAS,2019-2022,5.6
NJ0511353,PFBS,2019-2022,6.6
NJ0511353,PFHxS,2019-2022,4.4
NJ0511353,PFHxA,2019-2022,7.6
NJ0511353,PFOS,2019-2022,18
NJ0511353,PFOA,2019-2022,16
NJ0511353,PFHpA,2019-2022,4.7
NJ0511353,Total PFAS,2019-2022,57
NJ0516001,PFBS,2019,1.3
NJ0516001,PFHxS,2019-2021,3.7
NJ0516001,PFHxA,2019-2022,4
NJ0516001,PFOS,2019-2022,7.2
NJ0516001,PFOA,2019-2022,6.1
NJ0516001,PFHpA,2019-2021,2.2
NJ0516001,Total PFAS,2019-2022,25
NJ0516003,PFBS,2019,2.7
NJ0516003,PFHxA,2019,2.9
NJ0516003,PFOS,2019-2022,5.5
NJ0516003,PFOA,2019-2022,8.2
NJ0516003,PFNA,2019,1.1
NJ0516003,Total PFAS,2019-2022,16
NJ0603308,PFHxS,2019-2022,2.7
NJ0603308,PFHxA,2019-2022,3.6
NJ0603308,PFOS,2019,0.5
NJ0603308,PFOA,2019-2022,5.2
NJ0603308,PFHpA,2019,0.9
NJ0603308,Total PFAS,2019-2022,12
NJ0603331,PFOA,2022,5.2
NJ0603331,Total PFAS,2022,5.2
NJ0605002,PFBS,2021-2022,3.7
NJ0605002,PFHxA,2021-2022,2.2
NJ0605002,PFOS,2019-2022,2.4
NJ0605002,PFOA,2019-2022,6
NJ0605002,PFNA,2019,0.5
NJ0605002,Total PFAS,2019-2022,14
NJ0605315,PFOS,2019-2020,2
NJ0605315,PFOA,2019-2022,6
NJ0605315,Total PFAS,2019-2022,8
NJ0607326,PFBS,2022,3.6
NJ0607326,PFHxS,2019-2022,3
NJ0607326,PFHxA,2019-2022,3.7
NJ0607326,PFOS,2019-2022,4.3
NJ0607326,PFOA,2019-2022,9.8
NJ0607326,PFHpA,2022,2.1
NJ0607326,Total PFAS,2019-2022,25
NJ0608309,PFOA,2019,5.9
NJ0608309,Total PFAS,2019,5.9
NJ0608310,PFOA,2019-2022,5.5
NJ0608310,Total PFAS,2019-2022,5.5
NJ0609300,PFHxS,2019-2021,1.4
NJ0609300,PFHxA,2019,3.4
NJ0609300,PFOS,2019-2022,4.5
NJ0609300,PFOA,2019-2022,8.4
NJ0609300,PFHpA,2019-2021,3.1
NJ0609300,Total PFAS,2019-2022,17
NJ0609316,PFOS,2019,5.8
NJ0609316,PFOA,2019-2022,8.7
NJ0609316,Total PFAS,2019-2022,15
NJ0610001,PFHxA,2020-2022,3.3
NJ0610001,PFOS,2020-2022,4.5
NJ0610001,PFOA,2020-2022,4.9
NJ0610001,Total PFAS,2020-2022,13
NJ0613004,PFBS,2019,0.8
NJ0613004,PFHxS,2019,0.6
NJ0613004,PFHxA,2019,3.9
NJ0613004,PFOS,2019,1
NJ0613004,PFOA,2019-2022,4.8
NJ0613004,PFHpA,2019,1.4
NJ0613004,Total PFAS,2019-2022,10
NJ0614003,PFHxA,2020,3.2
NJ0614003,PFOS,2020-2022,18
NJ0614003,PFOA,2020-2022,7.4
NJ0614003,Total PFAS,2020-2022,21
NJ0614322,PFBS,2019,2.4
NJ0614322,PFHxS,2019,2.9
NJ0614322,PFHxA,2019,6.1
NJ0614322,PFOS,2019-2022,11
NJ0614322,PFOA,2019-2022,10
NJ0614322,PFHpA,2019,3.6
NJ0614322,PFNA,2019,1.2
NJ0614322,Total PFAS,2019-2022,29
NJ0702300,PFBS,2019-2022,7.1
NJ0702300,PFHxS,2019-2021,4.9
NJ0702300,PFHxA,2019-2022,12
NJ0702300,PFOS,2019-2022,13
NJ0702300,PFOA,2019-2022,49
NJ0702300,PFHpA,2019-2021,7
NJ0702300,PFNA,2019-2021,4.5
NJ0702300,Total PFAS,2019-2022,90
NJ0704001,PFOA,2023,4.5
NJ0704001,PFPeA,2023,3
NJ0704001,Total PFAS,2023,4.5
NJ0705001,PFBS,2022,2.5
NJ0705001,PFHxS,2020-2023,4.4
NJ0705001,PFHxA,2020-2022,5
NJ0705001,PFOS,2020-2022,3.1
NJ0705001,PFOA,2020-2023,13
NJ0705001,PFHpA,2020-2022,4.5
NJ0705001,Total PFAS,2020-2023,29
NJ0706001,PFBS,2019-2022,4.8
NJ0706001,PFHxS,2019-2022,9.5
NJ0706001,PFHxA,2019-2022,5.7
NJ0706001,PFOS,2019-2022,8.9
NJ0706001,PFOA,2019-2022,33
NJ0706001,PFHpA,2019-2022,5.7
NJ0706001,PFNA,2021,0.9
NJ0706001,Total PFAS,2019-2022,56
NJ0710001,PFOS,2020-2022,7.9
NJ0710001,PFOA,2020-2022,36
NJ0710001,PFNA,2020-2022,2.3
NJ0710001,Total PFAS,2020-2022,44
NJ0712001,PFBS,2017-2023,6.6
NJ0712001,PFBA,2023,6.5
NJ0712001,PFHxS,2020-2023,4.7
NJ0712001,PFHxA,2019-2023,11
NJ0712001,PFOS,2017-2023,15
NJ0712001,PFOA,2015-2023,21
NJ0712001,PFPeA,2023,28
NJ0712001,PFHpA,2017-2022,11
NJ0712001,PFUnA,2020,2.5
NJ0712001,Total PFAS,2015-2023,50
NJ0713001,PFOA,2014-2015,49
NJ0713001,PFHpA,2014,11
NJ0713001,Total PFAS,2014-2015,59
NJ0714001,PFOA,2020-2023,5.3
NJ0714001,Total PFAS,2020-2023,5.3
NJ0715300,PFBS,2019-2021,5.3
NJ0715300,PFHxS,2019-2021,8
NJ0715300,PFHxA,2019-2021,5.5
NJ0715300,PFOS,2019-2021,8.5
NJ0715300,PFOA,2019-2021,45
NJ0715300,PFHpA,2019-2021,6.2
NJ0715300,Total PFAS,2019-2021,73
NJ0716300,PFBS,2019,5
NJ0716300,PFHxS,2019,3.7
NJ0716300,PFHxA,2019,9.3
NJ0716300,PFOS,2019,4.8
NJ0716300,PFOA,2019,33
NJ0716300,PFHpA,2019,6.5
NJ0716300,Total PFAS,2019,62
NJ0717001,PFOS,2020-2021,6
NJ0717001,PFOA,2015-2022,44
NJ0717001,PFNA,2020-2021,2.5
NJ0717001,Total PFAS,2015-2022,44
NJ0719001,PFBS,2018,7.5
NJ0719001,PFHxS,2018,5.8
NJ0719001,PFOS,2018,14
NJ0719001,PFOA,2015-2018,110
NJ0719001,PFHpA,2015-2018,17
NJ0719001,Total PFAS,2015-2018,127
NJ0720001,PFBS,2020-2021,3.3
NJ0720001,PFHxS,2020-2021,15
NJ0720001,PFHxA,2020-2021,4.6
NJ0720001,PFOS,2020-2021,14
NJ0720001,PFOA,2015-2021,35
NJ0720001,PFHpA,2020-2021,4.9
NJ0720001,Total PFAS,2015-2021,75
NJ0721001,PFBA,2023,5.1
NJ0721001,PFHxA,2023,6.2
NJ0721001,PFOS,2023,5.5
NJ0721001,PFOA,2023,8.3
NJ0721001,PFPeA,2023,6.7
NJ0721001,Total PFAS,2023,32
NJ0721305,PFBS,2019-2021,7.3
NJ0721305,PFHxS,2019-2021,5.9
NJ0721305,PFHxA,2019-2021,8.1
NJ0721305,PFOS,2019-2021,4.1
NJ0721305,PFOA,2019-2021,34
NJ0721305,PFHpA,2019-2021,7.1
NJ0721305,Total PFAS,2019-2021,65
NJ0722304,PFBS,2019-2022,3.2
NJ0722304,PFHxS,2019-2020,2.6
NJ0722304,PFHxA,2019-2022,6.4
NJ0722304,PFOS,2019-2022,11
NJ0722304,PFOA,2019-2022,53
NJ0722304,PFHpA,2019-2022,7.1
NJ0722304,PFNA,2019-2020,2.6
NJ0722304,Total PFAS,2019-2022,86
NJ0722305,PFBS,2019-2020,3.4
NJ0722305,PFHxS,2019-2020,3.1
NJ0722305,PFHxA,2019-2020,6.3
NJ0722305,PFOS,2019-2020,7.2
NJ0722305,PFOA,2019-2020,66
NJ0722305,PFHpA,2019-2020,8.1
NJ0722305,Total PFAS,2019-2020,94
NJ0801001,PFBS,2019,1
NJ0801001,PFHxS,2019,1.2
NJ0801001,PFHxA,2019-2023,4.7
NJ0801001,PFOS,2019,1.4
NJ0801001,PFOA,2019-2023,7.3
NJ0801001,PFPeA,2023,3.2
NJ0801001,PFHpA,2019-2022,2.8
NJ0801001,PFNA,2019,0.6
NJ0801001,Total PFAS,2019-2023,17
NJ0802001,PFOS,2020-2022,4.6
NJ0802001,PFOA,2020-2022,5.3
NJ0802001,Total PFAS,2020-2022,9.7
NJ0803001,PFBS,2019-2020,8.9
NJ0803001,PFHxS,2019-2020,3.7
NJ0803001,PFHxA,2019-2020,2.8
NJ0803001,PFOS,2019-2020,11
NJ0803001,PFOA,2019-2020,10
NJ0803001,PFHpA,2019-2020,2.4
NJ0803001,PFNA,2019-2020,64
NJ0803001,Total PFAS,2019-2020,95
NJ0804309,PFBS,2019,1.1
NJ0804309,PFHxS,2019,1
NJ0804309,PFHxA,2019-2022,17
NJ0804309,PFOS,2019-2022,9
NJ0804309,PFOA,2019-2022,20
NJ0804309,PFHpA,2019-2022,9.6
NJ0804309,PFNA,2019-2022,8.6
NJ0804309,PFDA,2019-2020,2.3
NJ0804309,Total PFAS,2019-2022,66
NJ0804321,PFOS,2019-2020,11
NJ0804321,PFOA,2019-2020,15
NJ0804321,PFNA,2019-2020,3.4
NJ0804321,Total PFAS,2019-2020,27
NJ0805342,PFBS,2019,5.5
NJ0805342,PFHxS,2019,66
NJ0805342,PFHxA,2019,32
NJ0805342,PFOS,2019,2.4
NJ0805342,PFOA,2019,54
NJ0805342,PFHpA,2019,16
NJ0805342,PFNA,2019,0.5
NJ0805342,Total PFAS,2019,175
NJ0805359,PFOS,2019-2022,5.9
NJ0805359,PFOA,2019-2022,8.8
NJ0805359,PFNA,2019-2021,2.5
NJ0805359,Total PFAS,2019-2022,17
NJ0805399,PFOS,2019,2.1
NJ0805399,PFOA,2019-2022,4.2
NJ0805399,PFNA,2019-2021,6.1
NJ0805399,Total PFAS,2019-2022,12
NJ0806001,PFOS,2020-2022,9.6
NJ0806001,PFOA,2020-2022,11
NJ0806001,PFNA,2021,2.4
NJ0806001,Total PFAS,2020-2022,23
NJ0807001,PFHxS,2021,2.2
NJ0807001,PFHxA,2020-2022,7.7
NJ0807001,PFOA,2021,4.6
NJ0807001,PFHpA,2021,2.7
NJ0807001,Total PFAS,2020-2022,17
NJ0809002,PFHxA,2020,4.3
NJ0809002,PFOA,2018,7.8
NJ0809002,PFNA,2018,8.1
NJ0809002,PFUnA,2020,2.1
NJ0809002,Total PFAS,2018-2020,16
NJ0809301,PFOA,2019-2022,11
NJ0809301,PFNA,2019-2022,3.4
NJ0809301,Total PFAS,2019-2022,14
NJ0809313,PFBS,2019,0.7
NJ0809313,PFHxS,2019,2.8
NJ0809313,PFHxA,2019,12
NJ0809313,PFOS,2019,6.3
NJ0809313,PFOA,2019,38
NJ0809313,PFHpA,2019,9.5
NJ0809313,PFNA,2019,57
NJ0809313,PFDA,2019,1.1
NJ0809313,PFUnA,2019,0.7
NJ0809313,Total PFAS,2019,128
NJ0811002,PFHxS,2020,2.8
NJ0811002,PFHxA,2020-2022,6.8
NJ0811002,PFOS,2020-2022,5.7
NJ0811002,PFOA,2020-2022,7.4
NJ0811002,PFHpA,2020-2022,2.9
NJ0811002,PFNA,2013-2022,28
NJ0811002,Total PFAS,2013-2022,33
NJ0811324,PFOS,2022,2.7
NJ0811324,PFOA,2019-2022,6.7
NJ0811324,Total PFAS,2019-2022,8.1
NJ0811900,PFOA,2021-2022,6
NJ0811900,Total PFAS,2021-2022,6
NJ0812001,PFOS,2019-2022,5.1
NJ0812001,PFOA,2019-2022,6.5
NJ0812001,PFNA,2019-2022,25
NJ0812001,Total PFAS,2019-2022,36
NJ0813001,PFOS,2019-2022,2.3
NJ0813001,PFOA,2019-2022,4.3
NJ0813001,Total PFAS,2019-2022,6.6
NJ0814001,PFHxS,2019,8
NJ0814001,PFHxA,2019-2022,8.2
NJ0814001,PFOS,2019,15
NJ0814001,PFOA,2019,25
NJ0814001,PFHpA,2019,5.3
NJ0814001,PFNA,2019,36
NJ0814001,Total PFAS,2019-2022,94
NJ0817305,PFOS,2022,7.2
NJ0817305,PFOA,2022,17
NJ0817305,Total PFAS,2022,24
NJ0818004,PFOS,2015-2022,50
NJ0818004,PFOA,2021-2022,7.2
NJ0818004,PFNA,2020-2021,3.9
NJ0818004,Total PFAS,2015-2022,50
NJ0820001,PFOS,2019-2022,4.7
NJ0820001,PFOA,2019-2022,11
NJ0820001,PFNA,2014-2022,57
NJ0820001,Total PFAS,2014-2022,72
NJ0821001,PFOS,2019-2023,4.8
NJ0821001,PFOA,2019-2023,8.2
NJ0821001,PFPeA,2023,3.4
NJ0821001,PFNA,2019-2023,17
NJ0821001,Total PFAS,2019-2023,33
NJ0822001,PFOS,2020,12
NJ0822001,PFOA,2020,20
NJ0822001,PFNA,2013-2020,61
NJ0822001,Total PFAS,2013-2020,93
NJ0823001,PFBS,2019,2.7
NJ0823001,PFHxS,2019,2.5
NJ0823001,PFHxA,2019,6.3
NJ0823001,PFOS,2019-2022,4.9
NJ0823001,PFOA,2019-2022,6
NJ0823001,PFHpA,2019,2.6
NJ0823001,PFNA,2019,0.6
NJ0823001,Total PFAS,2019-2022,25
NJ0901001,PFOA,2023,4.3
NJ0901001,Total PFAS,2023,4.3
NJ0904001,PFHxA,2023,7.2
NJ0904001,PFOS,2023,6.2
NJ0904001,PFOA,2023,8.8
NJ0904001,PFPeA,2023,8.6
NJ0904001,Total PFAS,2023,31
NJ0906001,PFBS,2019-2022,2.5
NJ0906001,PFHxS,2019-2023,6.8
NJ0906001,PFHxA,2019-2023,4.2
NJ0906001,PFOS,2019-2023,11
NJ0906001,PFOA,2019-2023,10
NJ0906001,PFPeA,2023,4
NJ0906001,PFHpA,2019-2022,4.9
NJ0906001,Total PFAS,2019-2023,33
NJ0907001,PFOA,2023,4.2
NJ0907001,Total PFAS,2023,4.2
NJ1001303,PFOS,2019,29
NJ1001303,PFOA,2019,17
NJ1001303,PFNA,2019,29
NJ1001303,Total PFAS,2019,75
NJ1002311,PFOS,2019-2022,38
NJ1002311,PFOA,2019-2022,11
NJ1002311,PFNA,2019-2022,7.2
NJ1002311,Total PFAS,2019-2022,56
NJ1004001,PFOS,2019,3.6
NJ1004001,PFOA,2019-2021,4.6
NJ1004001,Total PFAS,2019-2021,8.2
NJ1005001,PFBS,2023,3.3
NJ1005001,PFHxA,2023,6
NJ1005001,PFOS,2020-2023,9.9
NJ1005001,PFOA,2020-2023,10
NJ1005001,PFPeA,2023,7.7
NJ1005001,Total PFAS,2020-2023,27
NJ1006302,PFBS,2019,1.6
NJ1006302,PFHxS,2019,1.3
NJ1006302,PFHxA,2019,2.8
NJ1006302,PFOS,2019-2022,8.5
NJ1006302,PFOA,2019-2022,9.6
NJ1006302,PFHpA,2019,1.6
NJ1006302,PFNA,2019,0.9
NJ1006302,Total PFAS,2019-2022,23
NJ1006308,PFOS,2019-2022,3.2
NJ1006308,PFOA,2019-2022,6
NJ1006308,Total PFAS,2019-2022,9.2
NJ1006329,PFOS,2020,14
NJ1006329,PFOA,2020-2022,15
NJ1006329,Total PFAS,2020-2022,29
NJ1006333,PFBS,2019,5.8
NJ1006333,PFHxS,2019,3
NJ1006333,PFHxA,2019,3.8
NJ1006333,PFOS,2019-2022,19
NJ1006333,PFOA,2019-2022,16
NJ1006333,PFHpA,2019,3
NJ1006333,PFNA,2021,1
NJ1006333,Total PFAS,2019-2022,40
NJ1006349,PFBS,2019,2
NJ1006349,PFHxS,2019,0.7
NJ1006349,PFHxA,2019-2022,4.4
NJ1006349,PFOS,2019,0.7
NJ1006349,PFOA,2019-2022,4.6
NJ1006349,PFHpA,2019,0.9
NJ1006349,Total PFAS,2019-2022,9.8
NJ1006352,PFBS,2019,0.9
NJ1006352,PFHxS,2019,0.9
NJ1006352,PFHxA,2019,8.7
NJ1006352,PFOS,2019-2022,4.8
NJ1006352,PFOA,2019-2022,10
NJ1006352,PFHpA,2019,3.1
NJ1006352,PFNA,2019,0.7
NJ1006352,Total PFAS,2019-2022,26
NJ1006359,PFOS,2019-2022,5.2
NJ1006359,PFOA,2019-2022,6.3
NJ1006359,Total PFAS,2019-2022,11
NJ1006370,PFOS,2019-2022,4.5
NJ1006370,PFOA,2019-2022,7.6
NJ1006370,Total PFAS,2019-2022,12
NJ1006373,PFBS,2019,58
NJ1006373,PFHxS,2019,2.8
NJ1006373,PFHxA,2019,12
NJ1006373,PFOS,2019-2022,35
NJ1006373,PFOA,2019-2022,17
NJ1006373,PFHpA,2019,8.3
NJ1006373,PFNA,2019-2021,2.9
NJ1006373,Total PFAS,2019-2022,127
NJ1006376,PFOS,2019-2020,15
NJ1006376,PFOA,2019-2020,13
NJ1006376,Total PFAS,2019-2020,27
NJ1007001,PFOS,2019-2022,3.4
NJ1007001,PFOA,2019-2022,5.2
NJ1007001,Total PFAS,2019-2022,8.6
NJ1007002,PFBS,2019,0.6
NJ1007002,PFHxS,2019,0.6
NJ1007002,PFHxA,2019,1
NJ1007002,PFOS,2019-2022,4.1
NJ1007002,PFOA,2019-2022,3.7
NJ1007002,PFHpA,2019,0.5
NJ1007002,Total PFAS,2019-2022,8.2
NJ1008300,PFOS,2019-2022,8.1
NJ1008300,PFOA,2019-2022,9.8
NJ1008300,Total PFAS,2019-2022,12
NJ1008301,PFBS,2019,6.1
NJ1008301,PFHxS,2019,2.2
NJ1008301,PFHxA,2019,12
NJ1008301,PFOS,2019-2022,14
NJ1008301,PFOA,2019-2022,20
NJ1008301,PFHpA,2019,6.8
NJ1008301,PFNA,2019-2022,8.9
