tmp,ewg_id,PFA,Location detected,Maximum Level (ppt)Years tested,Years tested,Maximum Level (ppt)*
,337,PFOS,GroundwaterOn-base,"20,0002017-2020",NA,NA
,337,PFPeA,GroundwaterOn-base,3402017-2020,NA,NA
,337,PFUnA,GroundwaterOn-base,252017-2020,NA,NA
,337,6:2 FTS,GroundwaterOn-base,952017-2020,NA,NA
,337,8:2 FTS,GroundwaterOn-base,502017-2020,NA,NA
,337,PFBS,GroundwaterOn-base,"2,8002017-2020",NA,NA
,337,PFBA,GroundwaterOn-base,"1,6002017-2020",NA,NA
,337,PFDS,GroundwaterOn-base,192017-2020,NA,NA
,337,PFDA,GroundwaterOn-base,132017-2020,NA,NA
,337,PFDoA,GroundwaterOn-base,322017-2020,NA,NA
,337,PFHpA,GroundwaterOn-base,4702017-2020,NA,NA
,337,PFHxS,GroundwaterOn-base,"13,0002017-2020",NA,NA
,337,PFHxA,GroundwaterOn-base,"3,8002017-2020",NA,NA
,337,PFOA,GroundwaterOn-base,"5,8002017-2020",NA,NA
,337,PFNA,GroundwaterOn-base,312017-2020,NA,NA
,337,PFOSA,GroundwaterOn-base,8602017-2020,NA,NA
,337,PFOS,GroundwaterOn-base,"20,0002017-2020",NA,NA
,337,PFPeA,GroundwaterOn-base,3402017-2020,NA,NA
,337,PFUnA,GroundwaterOn-base,252017-2020,NA,NA
,338,6:2 FTS,GroundwaterOn-base,"360,0002018",NA,NA
,338,8:2 FTS,GroundwaterOn-base,3102018,NA,NA
,338,PFBS,GroundwaterOn-base,"12,0002018",NA,NA
,338,PFHpA,GroundwaterOn-base,"34,0002018",NA,NA
,338,PFNA,GroundwaterOn-base,"1,2002018",NA,NA
,338,PFOA,GroundwaterOn-base,"270,0002018",NA,NA
,338,PFOS,GroundwaterOn-base,"140,0002018",NA,NA
,338,PFOS+PFOA,GroundwaterOn-base,"301,0002018",NA,NA
,338,PFPeA,GroundwaterOn-base,"65,0002018",NA,NA
,339,6:2 FTS,GroundwaterOn-base,"2,4002018",NA,NA
,339,PFBS,GroundwaterOn-base,"7,4002018",NA,NA
,339,PFHpA,GroundwaterOn-base,"1,5002018",NA,NA
,339,PFHxA,GroundwaterOn-base,"34,0002018",NA,NA
,339,PFNA,GroundwaterOn-base,"6,5002018",NA,NA
,339,PFOA,GroundwaterOn-base,"60,0002018",NA,NA
,339,PFOS,GroundwaterOn-base,"29,0002018",NA,NA
,339,PFOS+PFOA,GroundwaterOn-base,"89,0002018",NA,NA
,339,PFPeA,GroundwaterOn-base,"7,0002018",NA,NA
,340,6:2 FTS,GroundwaterOn-base,102019,NA,NA
,340,PFBS,GroundwaterOn-base,2902019,NA,NA
,340,PFHpA,GroundwaterOn-base,312019,NA,NA
,340,PFOA,GroundwaterOn-base,612019,NA,NA
,340,PFOS,GroundwaterOn-base,4402019,NA,NA
,340,PFOS+PFOA,GroundwaterOn-base,4832019,NA,NA
,340,PFPeA,GroundwaterOn-base,742019,NA,NA
,342,PFBS,GroundwaterOff-base,202017,NA,NA
,342,PFOA,GroundwaterOff-base,"1,1002017",NA,NA
,342,PFOS,GroundwaterOff-base,382017,NA,NA
,342,PFOS+PFOA,GroundwaterOff-base,"1,1382017",NA,NA
,345,PFBS,NA,NA,2014-2019,19
,345,PFHxS,NA,NA,2014-2019,98
,345,PFHxA,NA,NA,2018-2019,21
,345,PFOS,NA,NA,2014-2019,220
,345,PFOA,NA,NA,2014-2019,79
,345,PFNA,NA,NA,2014-2019,5
,345,PFHpA,NA,NA,2016-2019,22
,345,Total PFAS,NA,NA,2016-2019,378.1
,346,PFBS,NA,NA,2016-2018,3.5
,346,PFHxS,NA,NA,2016-2018,8
,346,PFHxA,NA,NA,2018,2.1
,346,PFOS,NA,NA,2016-2018,3.5
,346,PFOA,NA,NA,2016-2018,3
,346,Total PFAS,NA,NA,2016-2018,13.2
,347,PFBA,NA,NA,2017,1.3
,347,Total PFAS,NA,NA,2017,1.3
,348,PFHxA,NA,NA,2017,0.8
,348,PFOSA,NA,NA,2017,8.9
,348,Total PFAS,NA,NA,2017,15.8
,349,PFOSA,NA,NA,2017,3.7
,349,Total PFAS,NA,NA,2017,3.7
,350,PFBS,NA,NA,2017,1
,350,PFBA,NA,NA,2017,0.9
,350,PFOS,NA,NA,2017,1.7
,350,PFOA,NA,NA,2017,0.7
,350,PFTA,NA,NA,2017,1.9
,350,Total PFAS,NA,NA,2017,5.8
,351,PFTA,NA,NA,2017,0.7
,351,Total PFAS,NA,NA,2017,0.7
,352,PFBA,NA,NA,2017,0.5
,352,Total PFAS,NA,NA,2017,0.5
,353,PFBA,NA,NA,2017,1.2
,353,PFHxS,NA,NA,2017,0.9
,353,PFOS,NA,NA,2017,2.4
,353,PFOA,NA,NA,2017,0.8
,353,PFTA,NA,NA,2017,0.5
,353,Total PFAS,NA,NA,2017,4.9
,354,PFHxS,NA,NA,2017,1
,354,PFOS,NA,NA,2017,0.7
,354,PFOA,NA,NA,2017,2.2
,354,PFNA,NA,NA,2017,1
,354,PFTA,NA,NA,2017,1.7
,354,Total PFAS,NA,NA,2017,6.5
,355,PFDoA,NA,NA,2017,0.5
,355,PFTA,NA,NA,2017,1
,355,PFTrDA,NA,NA,2017,0.6
,355,Total PFAS,NA,NA,2017,2.1
,356,PFOA,NA,NA,2017,0.8
,356,PFTA,NA,NA,2017,0.6
,356,PFOSA,NA,NA,2017,1.3
,356,Total PFAS,NA,NA,2017,2.7
,357,PFBA,NA,NA,2017,0.3
,357,PFOA,NA,NA,2017,0.9
,357,PFDA,NA,NA,2017,0.4
,357,PFTA,NA,NA,2017,1.1
,357,Total PFAS,NA,NA,2017,2.7
,358,PFBA,NA,NA,2017-2018,24
,358,PFHxA,NA,NA,2017-2018,19.6
,358,PFOS,NA,NA,2017-2018,1.5
,358,PFOA,NA,NA,2017-2018,34
,358,PFPeA,NA,NA,2017-2018,21.6
,358,PFTA,NA,NA,2017-2018,0.6
,358,PFTrDA,NA,NA,2017-2018,0.6
,358,PFHpA,NA,NA,2017-2018,21.5
,358,Total PFAS,NA,NA,2017-2018,115.6
,359,PFTA,NA,NA,2017,0.5
,359,Total PFAS,NA,NA,2017,0.5
,360,PFBS,NA,NA,2017,1
,360,PFBA,NA,NA,2017,1.3
,360,PFOA,NA,NA,2017,0.8
,360,PFTA,NA,NA,2017,0.9
,360,Total PFAS,NA,NA,2017,3.9
,361,PFBA,NA,NA,2017,1.3
,361,PFOA,NA,NA,2017,5.9
,361,PFNA,NA,NA,2017,0.8
,361,PFDA,NA,NA,2017,0.8
,361,PFTA,NA,NA,2017,0.8
,361,Total PFAS,NA,NA,2017,9.3
,362,PFBA,NA,NA,2017,1.8
,362,PFHxS,NA,NA,2017,1.2
,362,PFOA,NA,NA,2017,1
,362,Total PFAS,NA,NA,2017,2.8
,363,PFBS,NA,NA,2017,2.8
,363,PFBA,NA,NA,2017,1.4
,363,PFOA,NA,NA,2017,0.8
,363,PFDA,NA,NA,2017,0.5
,363,PFDoA,NA,NA,2017,0.8
,363,PFTA,NA,NA,2017,1.7
,363,PFTrDA,NA,NA,2017,0.7
,363,PFUnA,NA,NA,2017,0.9
,363,Total PFAS,NA,NA,2017,6.7
,364,PFBA,NA,NA,2017,0.5
,364,PFOA,NA,NA,2017,0.9
,364,PFDA,NA,NA,2017,0.5
,364,PFDoA,NA,NA,2017,0.7
,364,PFTA,NA,NA,2017,1.2
,364,PFUnA,NA,NA,2017,0.8
,364,Total PFAS,NA,NA,2017,3.7
,365,6:2FTS,NA,NA,2017,5.7
,365,Total PFAS,NA,NA,2017,5.7
,366,PFBS,NA,NA,2017,3.6
,366,PFBA,NA,NA,2017,3.6
,366,PFHxS,NA,NA,2017,15.6
,366,PFHxA,NA,NA,2017,3.3
,366,PFOS,NA,NA,2017,17.1
,366,PFOA,NA,NA,2017,3.8
,366,PFPeA,NA,NA,2017,2.9
,366,PFHpA,NA,NA,2017,2.1
,366,Total PFAS,NA,NA,2017,44.3
,367,PFBS,NA,NA,2017,2.1
,367,PFHxS,NA,NA,2017,8.9
,367,PFOS,NA,NA,2017,7.6
,367,Total PFAS,NA,NA,2017,18.6
,368,PFBS,NA,NA,2017,1
,368,PFBA,NA,NA,2017,1.7
,368,PFTA,NA,NA,2017,0.7
,368,PFUnA,NA,NA,2017,1
,368,Total PFAS,NA,NA,2017,3.7
,369,PFBA,NA,NA,2017,0.8
,369,PFOA,NA,NA,2017,0.7
,369,PFTA,NA,NA,2017,0.6
,369,PFOSA,NA,NA,2017,1.6
,369,6:2FTS,NA,NA,2017,0.5
,369,Total PFAS,NA,NA,2017,2.7
,370,PFBA,NA,NA,2017,7.4
,370,PFHxS,NA,NA,2017,8.5
,370,PFOS,NA,NA,2017,1.8
,370,PFOA,NA,NA,2017,1.1
,370,PFDA,NA,NA,2017,0.8
,370,PFDoA,NA,NA,2017,1.1
,370,PFTA,NA,NA,2017,3.1
,370,PFTrDA,NA,NA,2017,1
,370,PFUnA,NA,NA,2017,1
,370,Total PFAS,NA,NA,2017,18.8
,371,PFTA,NA,NA,2017,2.4
,371,Total PFAS,NA,NA,2017,2.4
,372,PFTA,NA,NA,2017,1.7
,372,Total PFAS,NA,NA,2017,1.7
,373,PFBS,NA,NA,2016-2018,3.8
,373,PFHxS,NA,NA,2016-2018,51.9
,373,PFHxA,NA,NA,2016-2018,5.7
,373,PFOS,NA,NA,2016-2018,51
,373,PFOA,NA,NA,2016-2018,3.8
,373,PFPeA,NA,NA,2016-2018,5.5
,373,PFHpA,NA,NA,2016-2018,1.7
,373,Total PFAS,NA,NA,2016-2018,80.6
,374,PFBA,NA,NA,2017,12.9
,374,PFPeA,NA,NA,2017,17.3
,374,Total PFAS,NA,NA,2017,30.2
,375,PFBS,NA,NA,2017,6.7
,375,PFBA,NA,NA,2017,7.4
,375,PFHxS,NA,NA,2017,2.2
,375,PFHxA,NA,NA,2017,2.5
,375,PFOS,NA,NA,2017,1.6
,375,PFOA,NA,NA,2017,3.4
,375,PFPeA,NA,NA,2017,3.1
,375,PFTA,NA,NA,2017,0.7
,375,PFTrDA,NA,NA,2017,0.5
,375,PFHpA,NA,NA,2017,1.8
,375,Total PFAS,NA,NA,2017,29.3
,376,PFBS,NA,NA,2016-2018,7
,376,PFHxS,NA,NA,2016-2018,9
,376,PFHxA,NA,NA,2018,3.7
,376,PFOS,NA,NA,2016-2018,12
,376,PFOA,NA,NA,2016-2018,7
,376,PFHpA,NA,NA,2016-2018,2.2
,376,Total PFAS,NA,NA,2016-2018,37.2
,377,PFBS,NA,NA,2017-2018,2
,377,PFBA,NA,NA,2017,3.2
,377,PFHxS,NA,NA,2017-2018,1.7
,377,PFHxA,NA,NA,2017,13.5
,377,PFOS,NA,NA,2017-2018,5.8
,377,PFOA,NA,NA,2017-2018,10
,377,PFPeA,NA,NA,2017,10.8
,377,PFNA,NA,NA,2017-2018,1.3
,377,PFHpA,NA,NA,2017-2018,2.7
,377,6:2FTS,NA,NA,2017,9.6
,377,Total PFAS,NA,NA,2017-2018,51
,378,PFHxA,NA,NA,2017,0.9
,378,PFOA,NA,NA,2017,1.2
,378,PFOSA,NA,NA,2017,13.1
,378,Total PFAS,NA,NA,2017,14.3
,379,PFBS,NA,NA,2017,5.2
,379,PFBA,NA,NA,2017,2.1
,379,PFHxS,NA,NA,2017,32.2
,379,PFHxA,NA,NA,2017,8.2
,379,PFOS,NA,NA,2017,1.3
,379,PFOA,NA,NA,2017,4
,379,PFPeA,NA,NA,2017,5.6
,379,PFNA,NA,NA,2017,0.9
,379,PFTA,NA,NA,2017,2.6
,379,PFHpA,NA,NA,2017,3.7
,379,Total PFAS,NA,NA,2017,61.2
,380,PFBS,NA,NA,2017,1.7
,380,PFBA,NA,NA,2017,2
,380,PFHxS,NA,NA,2017,1.4
,380,PFHxA,NA,NA,2017,1.6
,380,PFOS,NA,NA,2017,0
,380,PFOA,NA,NA,2017,0.4
,380,PFDA,NA,NA,2017,0.5
,380,PFTA,NA,NA,2017,0.4
,380,PFHpA,NA,NA,2017,1.1
,380,Total PFAS,NA,NA,2017,9.1
,382,PFOA,NA,NA,2017,1.7
,382,Total PFAS,NA,NA,2017,1.7
,383,PFBS,NA,NA,2013-2019,9
,383,PFHxS,NA,NA,2013-2019,24.1
,383,PFHxA,NA,NA,2016-2019,5.4
,383,PFOS,NA,NA,2013-2019,22.7
,383,PFOA,NA,NA,2013-2019,25.6
,383,PFHpA,NA,NA,2016-2019,6.4
,383,Total PFAS,NA,NA,2016-2019,84.1
,384,PFBS,NA,NA,2016-2018,2.5
,384,PFOS,NA,NA,2016-2018,3.1
,384,PFOA,NA,NA,2016-2018,2.9
,384,Total PFAS,NA,NA,2016-2018,8
,385,PFBS,NA,NA,2014-2019,8
,385,PFHxS,NA,NA,2014-2019,100
,385,PFHxA,NA,NA,2018-2019,66
,385,PFOS,NA,NA,2014-2019,13
,385,PFOA,NA,NA,2014-2019,40
,385,PFNA,NA,NA,2014-2019,1.2
,385,PFHpA,NA,NA,2016-2019,30
,385,Total PFAS,NA,NA,2016-2019,130
,386,PFBS,NA,NA,2017-2018,2.8
,386,PFHxA,NA,NA,2018,3.1
,386,PFOS,NA,NA,2017-2018,2.9
,386,PFOA,NA,NA,2017-2018,5.5
,386,PFHpA,NA,NA,2017-2018,2
,386,Total PFAS,NA,NA,2017-2018,16.3
,387,PFBS,NA,NA,2018,2.2
,387,PFHxS,NA,NA,2018,15
,387,PFHxA,NA,NA,2018,5.6
,387,PFHpA,NA,NA,2018,3.7
,387,Total PFAS,NA,NA,2018,26.5
,388,PFBS,NA,NA,2016,2.6
,388,PFHxS,NA,NA,2016,1.1
,388,PFOS,NA,NA,2016,1.9
,388,Total PFAS,NA,NA,2016,5.6
,389,PFBS,NA,NA,2016-2018,5.5
,389,PFHxS,NA,NA,2016-2018,13
,389,PFHxA,NA,NA,2018,3.5
,389,PFOS,NA,NA,2016-2018,2.5
,389,PFOA,NA,NA,2016-2018,11
,389,Total PFAS,NA,NA,2016-2018,28.8
,390,PFHxA,NA,NA,2017,1.3
,390,PFOS,NA,NA,2017,2.7
,390,PFOA,NA,NA,2017,2
,390,PFPeA,NA,NA,2017,1.7
,390,Total PFAS,NA,NA,2017,7.7
,391,PFBS,NA,NA,2017,1.3
,391,PFBA,NA,NA,2017,3.8
,391,PFHxA,NA,NA,2017,1.4
,391,PFOS,NA,NA,2017,2.1
,391,PFOA,NA,NA,2017,2.7
,391,PFPeA,NA,NA,2017,1.5
,391,PFTA,NA,NA,2017,0.9
,391,PFHpA,NA,NA,2017,0.9
,391,Total PFAS,NA,NA,2017,13.6
,392,PFBA,NA,NA,2017,0.6
,392,PFTA,NA,NA,2017,1.1
,392,Total PFAS,NA,NA,2017,1.7
,393,Total PFAS,NA,NA,2016,1.1
,394,PFHxA,NA,NA,2017,3.7
,394,PFOA,NA,NA,2017,1.8
,394,6:2FTS,NA,NA,2017,17
,394,Total PFAS,NA,NA,2017,18.7
,395,PFTA,NA,NA,2017,0.4
,395,Total PFAS,NA,NA,2017,0.4
,396,PFTA,NA,NA,2017,0.9
,396,PFTrDA,NA,NA,2017,0.5
,396,Total PFAS,NA,NA,2017,1.4
,397,PFBA,NA,NA,2017,1.5
,397,PFHxA,NA,NA,2017,3.1
,397,PFOS,NA,NA,2017,2.3
,397,PFOA,NA,NA,2017,3.6
,397,PFPeA,NA,NA,2017,1.8
,397,PFTA,NA,NA,2017,1.1
,397,PFHpA,NA,NA,2017,2.1
,397,Total PFAS,NA,NA,2017,14.5
,398,PFBA,NA,NA,2017,0.5
,398,PFTA,NA,NA,2017,0.4
,398,Total PFAS,NA,NA,2017,0.9
,399,PFTA,NA,NA,2017,1
,399,Total PFAS,NA,NA,2017,1
,400,PFOA,NA,NA,2017,0.7
,400,Total PFAS,NA,NA,2017,0.7
,401,PFBS,NA,NA,2017-2018,69.7
,401,PFBA,NA,NA,2017-2018,79.9
,401,PFHxS,NA,NA,2017-2018,144
,401,PFHxA,NA,NA,2017-2018,151
,401,PFOS,NA,NA,2017-2018,282
,401,PFOA,NA,NA,2017-2018,118
,401,PFPeA,NA,NA,2017-2018,88.9
,401,PFNA,NA,NA,2017-2018,2
,401,PFDA,NA,NA,2017-2018,3.5
,401,PFTA,NA,NA,2017-2018,61.7
,401,PFUnA,NA,NA,2017-2018,0.7
,401,PFHpA,NA,NA,2017-2018,10.6
,401,6:2FTS,NA,NA,2017-2018,0.8
,401,Total PFAS,NA,NA,2017-2018,933.5
,402,PFTA,NA,NA,2017,0.4
,402,Total PFAS,NA,NA,2017,0.4
,403,PFHpA,NA,NA,2016,6.3
,403,Total PFAS,NA,NA,2016,6.3
,404,PFHxS,NA,NA,2017,2.6
,404,PFOS,NA,NA,2017,1.7
,404,PFTA,NA,NA,2017,0.4
,404,PFOSA,NA,NA,2017,1.1
,404,Total PFAS,NA,NA,2017,5.8
,405,PFTA,NA,NA,2017,0.7
,405,PFOSA,NA,NA,2017,1.2
,405,Total PFAS,NA,NA,2017,1.9
,406,PFBA,NA,NA,2017,0.4
,406,PFTA,NA,NA,2017,1.5
,406,Total PFAS,NA,NA,2017,1.9
,407,PFBS,NA,NA,2017,1.5
,407,PFBA,NA,NA,2017,2.7
,407,PFHxS,NA,NA,2017,5
,407,PFHxA,NA,NA,2017,7.9
,407,PFOS,NA,NA,2017,9.6
,407,PFOA,NA,NA,2017,7
,407,PFPeA,NA,NA,2017,9.7
,407,PFNA,NA,NA,2017,1.4
,407,PFDA,NA,NA,2017,0.6
,407,PFDoA,NA,NA,2017,0.6
,407,PFTA,NA,NA,2017,2.2
,407,PFTrDA,NA,NA,2017,0.8
,407,PFHpA,NA,NA,2017,2.9
,407,6:2FTS,NA,NA,2017,14.6
,407,Total PFAS,NA,NA,2017,66.5
,408,PFOA,NA,NA,2017,1.2
,408,PFTA,NA,NA,2017,0.5
,408,Total PFAS,NA,NA,2017,1.7
,409,PFTA,NA,NA,2017,0.4
,409,Total PFAS,NA,NA,2017,0.4
,410,PFBS,NA,NA,2017,0.9
,410,PFHxS,NA,NA,2017,6.6
,410,PFOS,NA,NA,2017,2.3
,410,PFOA,NA,NA,2017,2.1
,410,Total PFAS,NA,NA,2017,11.9
,411,PFTA,NA,NA,2017,0.4
,411,Total PFAS,NA,NA,2017,0.4
,412,PFBA,NA,NA,2017,141
,412,PFOA,NA,NA,2017,1.1
,412,PFTA,NA,NA,2017,0.5
,412,PFHpA,NA,NA,2017,1
,412,Total PFAS,NA,NA,2017,143.5
,413,PFBA,NA,NA,2017,1.7
,413,PFHxA,NA,NA,2017,1.4
,413,PFOA,NA,NA,2017,2
,413,PFTA,NA,NA,2017,1
,413,Total PFAS,NA,NA,2017,6
,414,PFBS,NA,NA,2017,3
,414,PFBA,NA,NA,2017,1.4
,414,PFHxS,NA,NA,2017,2.4
,414,PFHxA,NA,NA,2017,2.5
,414,PFOS,NA,NA,2017,0.1
,414,PFOA,NA,NA,2017,0.6
,414,PFPeA,NA,NA,2017,2.7
,414,PFTA,NA,NA,2017,3
,414,PFTrDA,NA,NA,2017,0.7
,414,PFHpA,NA,NA,2017,3.3
,414,Total PFAS,NA,NA,2017,19.6
,415,PFBS,NA,NA,2017,3.4
,415,PFBA,NA,NA,2017,2.4
,415,PFHxS,NA,NA,2017,14.8
,415,PFHxA,NA,NA,2017,1.4
,415,PFOS,NA,NA,2017,16
,415,PFOA,NA,NA,2017,1.6
,415,PFTA,NA,NA,2017,0.5
,415,Total PFAS,NA,NA,2017,39.7
,416,PFBA,NA,NA,2017,1.4
,416,PFOA,NA,NA,2017,1.2
,416,PFTA,NA,NA,2017,0.9
,416,Total PFAS,NA,NA,2017,3.5
,417,PFTA,NA,NA,2017,0.5
,417,Total PFAS,NA,NA,2017,0.5
,418,PFBS,NA,NA,2018,14
,418,PFHxS,NA,NA,2018,53
,418,PFHxA,NA,NA,2018,11
,418,PFOS,NA,NA,2018,67
,418,PFOA,NA,NA,2018,11
,418,PFNA,NA,NA,2018,2.2
,418,PFHpA,NA,NA,2018,3
,418,Total PFAS,NA,NA,2018,158.1
,419,PFBA,NA,NA,2017,1.5
,419,PFOA,NA,NA,2017,1
,419,PFTA,NA,NA,2017,0.7
,419,Total PFAS,NA,NA,2017,3.2
,420,PFBS,NA,NA,2015-2019,1.9
,420,Total PFAS,NA,NA,2015-2019,1.9
,421,PFOS,NA,NA,2017,2.4
,421,PFOA,NA,NA,2017,0.8
,421,Total PFAS,NA,NA,2017,3.2
,422,PFBS,NA,NA,2016-2018,22
,422,PFHxA,NA,NA,2018,2.9
,422,PFOS,NA,NA,2016-2018,7.9
,422,PFOA,NA,NA,2016-2018,3.3
,422,Total PFAS,NA,NA,2016-2018,34
,423,PFTA,NA,NA,2017,0.8
,423,Total PFAS,NA,NA,2017,0.8
,424,PFBA,NA,NA,2017,0.7
,424,Total PFAS,NA,NA,2017,0.7
,425,PFBS,NA,NA,2016-2019,3.5
,425,PFHxS,NA,NA,2016-2019,16
,425,PFOS,NA,NA,2016-2019,19
,425,PFOA,NA,NA,2016-2019,3.6
,425,PFNA,NA,NA,2016-2019,5.1
,425,Total PFAS,NA,NA,2016-2019,43.7
,426,PFNA,NA,NA,2017,1
,426,PFDA,NA,NA,2017,0.6
,426,PFDoA,NA,NA,2017,1.1
,426,PFTrDA,NA,NA,2017,1.2
,426,PFUnA,NA,NA,2017,11.2
,426,Total PFAS,NA,NA,2017,15
,427,PFBS,NA,NA,2016-2018,4
,427,PFHxS,NA,NA,2016-2018,55
,427,PFOS,NA,NA,2016-2018,7.3
,427,PFOA,NA,NA,2016-2018,150
,427,PFHpA,NA,NA,2016-2017,16
,427,Total PFAS,NA,NA,2016-2017,165
,428,PFBS,NA,NA,2017,3.3
,428,PFHxS,NA,NA,2017,18
,428,PFHxA,NA,NA,2017,5.8
,428,PFOS,NA,NA,2017,10.1
,428,PFOA,NA,NA,2017,2.2
,428,PFPeA,NA,NA,2017,1.7
,428,PFTA,NA,NA,2017,0.7
,428,PFHpA,NA,NA,2017,2.1
,428,Total PFAS,NA,NA,2017,41
,429,PFOA,NA,NA,2016,0.7
,429,Total PFAS,NA,NA,2016,0.7
,430,Total PFAS,NA,NA,2016,2.1
,431,PFTA,NA,NA,2017,3.6
,431,PFTrDA,NA,NA,2017,0.5
,431,Total PFAS,NA,NA,2017,4.1
,432,PFBS,NA,NA,2017,1.2
,432,PFBA,NA,NA,2017,0.8
,432,PFHxS,NA,NA,2017,2.7
,432,PFTA,NA,NA,2017,1
,432,Total PFAS,NA,NA,2017,5.5
,433,PFBS,NA,NA,2017-2018,5.6
,433,PFHxS,NA,NA,2017-2018,9.2
,433,PFHxA,NA,NA,2018,7
,433,PFOS,NA,NA,2016-2018,10.7
,433,PFOA,NA,NA,2016-2018,15
,433,PFHpA,NA,NA,2017-2018,33
,433,Total PFAS,NA,NA,2016-2018,55
,434,PFBA,NA,NA,2017,2.9
,434,PFHxA,NA,NA,2017,1.1
,434,PFOA,NA,NA,2017,0.9
,434,PFTA,NA,NA,2017,0.7
,434,Total PFAS,NA,NA,2017,5.5
,435,Total PFAS,NA,NA,2016,11
,436,PFBS,NA,NA,2016-2018,2.5
,436,PFHxS,NA,NA,2016-2018,32
,436,PFOS,NA,NA,2016-2018,2
,436,PFOA,NA,NA,2016-2018,30
,436,PFHpA,NA,NA,2016-2018,2.1
,436,Total PFAS,NA,NA,2016-2018,66.6
,439,PFBA,NA,NA,2017,0.8
,439,Total PFAS,NA,NA,2017,0.8
,440,PFBS,NA,NA,2013-2020,32
,440,PFHxS,NA,NA,2013-2020,190
,440,PFHxA,NA,NA,2019-2020,18
,440,PFOS,NA,NA,2013-2020,650
,440,PFOA,NA,NA,2013-2020,41
,440,PFNA,NA,NA,2013-2020,57
,440,PFUnA,NA,NA,2019-2020,8.1
,441,PFHxS,NA,NA,2014-2015,150
,441,PFOS,NA,NA,2014-2015,210
,441,PFOA,NA,NA,2014-2015,25
,442,PFOS+PFOA,GroundwaterOn-base,"1,066,6002018",NA,NA
,442,PFOA,GroundwaterOn-base,"254,0002018",NA,NA
,442,PFOS,GroundwaterOn-base,"1,040,0002018",NA,NA
,442,PFBS,GroundwaterOn-base,"226,0002018",NA,NA
,442,6:2 FTS,GroundwaterOn-base,"329,0002018",NA,NA
,442,PFHpA,GroundwaterOn-base,"66,1002018",NA,NA
,442,PFHxS,GroundwaterOn-base,8592018,NA,NA
,442,PFHxA,GroundwaterOn-base,6722018,NA,NA
,442,PFNA,GroundwaterOn-base,2282018,NA,NA
,443,PFOS,GroundwaterOn-base,"12,0002018",NA,NA
,443,PFBS,GroundwaterOn-base,3702018,NA,NA
,443,PFHpA,GroundwaterOn-base,2402018,NA,NA
,443,PFHxS,GroundwaterOn-base,"2,6002018",NA,NA
,443,PFNA,GroundwaterOn-base,1302018,NA,NA
,444,PFBS,GroundwaterOn-base,692018,NA,NA
,444,PFHpA,GroundwaterOn-base,1902018,NA,NA
,444,PFHxS,GroundwaterOn-base,5002018,NA,NA
,444,PFOS,GroundwaterOn-base,2402018,NA,NA
,444,PFOA,GroundwaterOn-base,722018,NA,NA
,456,PFOS + PFOA,GroundwaterOn-base,"24,8702017",NA,NA
,456,PFOS,GroundwaterOn-base,"24,0002017",NA,NA
,456,PFOA,GroundwaterOn-base,"3,6002017",NA,NA
,456,PFBS,GroundwaterOn-base,3002017,NA,NA
,456,PFHxS,GroundwaterOn-base,"2,7002017",NA,NA
,456,PFHpA,GroundwaterOn-base,"3,9002017",NA,NA
,456,PFNA,GroundwaterOn-base,"3,2002017",NA,NA
,456,PFHxA,GroundwaterOn-base,362017,NA,NA
,456,PFDA,GroundwaterOn-base,3.42017,NA,NA
,456,PFDoA,GroundwaterOn-base,0.72017,NA,NA
,456,PFUnA,GroundwaterOn-base,1.22017,NA,NA
,456,PFTeA,GroundwaterOn-base,0.42017,NA,NA
,456,MeFOSAA,GroundwaterOn-base,692017,NA,NA
,456,PFOS + PFOA,Drinking WaterOff-base,592017,NA,NA
,456,PFOS,Drinking WaterOff-base,472017,NA,NA
,456,PFOA,Drinking WaterOff-base,122017,NA,NA
,456,PFBS,Drinking WaterOff-base,0.52017,NA,NA
,456,PFHxS,Drinking WaterOff-base,452017,NA,NA
,456,PFHpA,Drinking WaterOff-base,112017,NA,NA
,456,PFOS + PFOA,GroundwaterOff-base,9602017,NA,NA
,456,PFOS,GroundwaterOff-base,8102017,NA,NA
,456,PFOA,GroundwaterOff-base,1502017,NA,NA
,456,PFBS,GroundwaterOff-base,652017,NA,NA
,456,PFHxS,GroundwaterOff-base,3302017,NA,NA
,456,PFHpA,GroundwaterOff-base,1902017,NA,NA
,456,PFNA,GroundwaterOff-base,962017,NA,NA
,456,PFHxA,GroundwaterOff-base,2.42018,NA,NA
,456,PFTeA,GroundwaterOff-base,0.32018,NA,NA
,457,PFOS + PFOA,Drinking waterOff-base,"3,8232016-2017",NA,NA
,457,PFOS,Drinking waterOff-base,"3,8002016-2017",NA,NA
,457,PFOA,Drinking waterOff-base,1402016-2017,NA,NA
,457,PFBS,Drinking waterOff-base,1302016-2017,NA,NA
,458,PFOS + PFOA,GroundwaterOn-base,"988,6002018",NA,NA
,458,PFOS,GroundwaterOn-base,"980,0002018",NA,NA
,458,PFHxS,GroundwaterOn-base,"250,0002018",NA,NA
,458,PFHxA,GroundwaterOn-base,"53,0002018",NA,NA
,458,PFBS,GroundwaterOn-base,"32,0002018",NA,NA
,458,PFOA,GroundwaterOn-base,"29,0002018",NA,NA
,458,PFHpA,GroundwaterOn-base,"9,0002018",NA,NA
,458,PFNA,GroundwaterOn-base,"1,2002018",NA,NA
,458,PFDA,GroundwaterOn-base,1202018,NA,NA
,458,EtFOSAA,GroundwaterOn-base,112018,NA,NA
