pws_id,Chemical,Years tested,Maximum Level (ppt)
MA1312012,PFBS,2021,0.5
MA1312012,PFHxS,2021-2022,0.9
MA1312012,PFHxA,2021,0.5
MA1312012,PFOS,2021-2022,1.6
MA1312012,PFOA,2021,0.8
MA1312012,PFHpA,2021,0.4
MA1312012,Total PFAS,2021-2022,4.4
MA1319006,PFBS,2021,1
MA1319006,PFHxS,2021,0.6
MA1319006,PFHxA,2021,0.7
MA1319006,PFOS,2021,2.8
MA1319006,PFOA,2021,2
MA1319006,PFHpA,2021,0.7
MA1319006,Total PFAS,2021,7.8
MA1326000,PFBS,2021-2022,0.6
MA1326000,PFOS,2021-2022,0.6
MA1326000,PFOA,2022,0.5
MA1326000,Total PFAS,2021-2022,1.7
MA1329009,PFBS,2021,0.6
MA1329009,PFHxS,2021,1
MA1329009,PFHxA,2021,0.4
MA1329009,PFOS,2021,1.8
MA1329009,PFOA,2021,1.2
MA1329009,Total PFAS,2021,5
MA1331004,PFBS,2021,0.9
MA1331004,PFHxS,2021,2.3
MA1331004,PFHxA,2021,0.8
MA1331004,PFOS,2021,1.1
MA1331004,PFOA,2021,2.5
MA1331004,PFHpA,2021,0.5
MA1331004,Total PFAS,2021,5.7
MA1337010,PFBS,2021-2022,0.7
MA1337010,PFHxA,2021-2022,0.7
MA1337010,PFOS,2021-2022,0.8
MA1337010,PFOA,2021-2022,2.2
MA1337010,PFHpA,2021-2022,0.6
MA1337010,Total PFAS,2021-2022,4.8
MA1339004,PFBS,2021,1.8
MA1339004,Total PFAS,2021,1.8
MA1340000,PFOS,2021-2022,0.6
MA1340000,Total PFAS,2021-2022,0.6
MA1341004,PFHxA,2022,0.4
MA1341004,PFOS,2022,0.4
MA1341004,PFOA,2022,0.7
MA1341004,Total PFAS,2022,1.6
MA1341009,PFOS,2022,1.3
MA1341009,Total PFAS,2022,1.3
MA1341028,PFBS,2022,1.9
MA1341028,PFHxA,2022,3.1
MA1341028,PFOS,2022,0.4
MA1341028,PFOA,2022,2.6
MA1341028,PFHpA,2022,2.1
MA1341028,Total PFAS,2022,10
MA2002002,PFBS,2022,3.1
MA2002002,PFHxA,2022,3
MA2002002,PFOS,2022,2.1
MA2002002,PFOA,2022,3.5
MA2002002,PFHpA,2022,0.6
MA2002002,Total PFAS,2022,12
MA2011001,PFOA,2021,0.7
MA2011001,Total PFAS,2021,0.7
MA2011004,PFHxA,2021-2022,0.9
MA2011004,PFOS,2021-2022,0.8
MA2011004,PFOA,2021-2022,2.1
MA2011004,PFHpA,2021-2022,1.3
MA2011004,PFNA,2021,0.5
MA2011004,Total PFAS,2021-2022,5.3
MA2011005,PFHxA,2022,0.8
MA2011005,PFOS,2022,1.2
MA2011005,PFOA,2022,1.7
MA2011005,Total PFAS,2022,3.7
MA2012006,PFBS,2022,1
MA2012006,PFOS,2022,1.3
MA2012006,PFOA,2022,1.5
MA2012006,Total PFAS,2022,3.8
MA2012007,PFBS,2020,0.7
MA2012007,PFHxS,2020,1.7
MA2012007,PFOS,2020,1.6
MA2012007,Total PFAS,2020,4
MA2012008,11Cl-PF3OUdS,2022,0.6
MA2012008,Total PFAS,2022,0.6
MA2012012,PFOS,2020,0.7
MA2012012,PFHpA,2020,0.6
MA2012012,Total PFAS,2020,1.2
MA2012014,PFBS,2020,0.8
MA2012014,PFHxS,2020,1.8
MA2012014,PFHxA,2020,3
MA2012014,PFOS,2020,1.5
MA2012014,PFOA,2020,3.4
MA2012014,PFHpA,2020,1
MA2012014,PFNA,2020,0.6
MA2012014,Total PFAS,2020,12
MA2017004,PFOA,2021,0.7
MA2017004,PFHpA,2021,0.8
MA2017004,Total PFAS,2021,1.5
MA2021000,PFHxA,2022,0.7
MA2021000,PFOS,2021-2022,0.8
MA2021000,PFOA,2021-2022,1.4
MA2021000,Total PFAS,2021-2022,2.6
MA2021001,PFBS,2021-2022,3.9
MA2021001,PFHxS,2021-2022,1
MA2021001,PFHxA,2021,0.6
MA2021001,PFOA,2021-2022,1.2
MA2021001,Total PFAS,2021-2022,6
MA2028005,PFOS,2022,1.1
MA2028005,Total PFAS,2022,1.1
MA2028007,PFBS,2021-2022,4.6
MA2028007,PFHxS,2021-2022,1.1
MA2028007,PFHxA,2021-2022,3.2
MA2028007,PFOS,2021-2022,3
MA2028007,PFOA,2021-2022,3.1
MA2028007,PFHpA,2021-2022,1
MA2028007,PFNA,2021,0.5
MA2028007,N-EtFOSAA,2021,0.7
MA2028007,Total PFAS,2021-2022,16
MA2028009,PFBS,2021-2022,1.6
MA2028009,PFHxS,2021-2022,1.5
MA2028009,PFHxA,2021-2022,1.1
MA2028009,PFOS,2021-2022,2.3
MA2028009,PFOA,2021-2022,1.5
MA2028009,Total PFAS,2021-2022,7.9
MA2028012,PFBS,2021-2022,2.1
MA2028012,PFHxS,2021-2022,1.5
MA2028012,PFHxA,2021,0.9
MA2028012,PFOS,2021-2022,1.2
MA2028012,PFOA,2021-2022,2
MA2028012,Total PFAS,2021-2022,7.6
MA2028013,PFHxA,2022,0.8
MA2028013,PFOA,2022,0.7
MA2028013,Total PFAS,2022,1.6
MA2028017,PFBS,2021,0.7
MA2028017,Total PFAS,2021,0.7
MA2028018,PFBS,2021,3.8
MA2028018,PFHxS,2021,1.1
MA2028018,PFHxA,2021,2.5
MA2028018,PFOS,2021,3.6
MA2028018,PFOA,2021,3.5
MA2028018,PFHpA,2021,1.1
MA2028018,Total PFAS,2021,15
MA2028019,PFHxA,2022,0.8
MA2028019,PFOS,2022,1.6
MA2028019,PFOA,2022,1.5
MA2028019,Total PFAS,2022,3.9
MA2028022,PFHxA,2022,1.7
MA2028022,PFHpA,2022,0.8
MA2028022,Total PFAS,2022,2.4
MA2034001,PFBS,2021-2022,4
MA2034001,PFHxS,2021-2022,1.8
MA2034001,PFHxA,2022,1.1
MA2034001,PFOS,2021-2022,3.7
MA2034001,PFOA,2021-2022,2.8
MA2034001,PFHpA,2021,0.5
MA2034001,PFTA,2021,0.4
MA2034001,N-EtFOSAA,2021,1.1
MA2034001,NMeFOSAA,2021,0.7
MA2034001,Total PFAS,2021-2022,11
MA2034002,PFBS,2022,0.7
MA2034002,PFHxA,2022,1.6
MA2034002,PFOA,2022,1.7
MA2034002,PFHpA,2022,1.1
MA2034002,Total PFAS,2022,5.1
MA2034005,PFBS,2022,0.9
MA2034005,PFHxS,2022,0.5
MA2034005,PFHxA,2022,0.5
MA2034005,PFOS,2022,0.8
MA2034005,PFOA,2022,0.5
MA2034005,PFHpA,2022,0.4
MA2034005,Total PFAS,2022,3.5
MA2034006,PFBS,2021-2022,0.6
MA2034006,PFHxS,2021-2022,0.7
MA2034006,PFHxA,2022,0.7
MA2034006,PFOS,2021-2022,1.4
MA2034006,PFOA,2021-2022,1.7
MA2034006,Total PFAS,2021-2022,3.6
MA2034010,PFBS,2021-2022,5
MA2034010,PFHxA,2021-2022,3.5
MA2034010,PFOA,2021-2022,2.6
MA2034010,PFHpA,2021-2022,1.4
MA2034010,Total PFAS,2021-2022,11
MA2034011,PFBS,2022,1.9
MA2034011,PFHxA,2022,1
MA2034011,PFOS,2022,2.3
MA2034011,PFOA,2022,1.5
MA2034011,Total PFAS,2022,6.6
MA2034012,PFBS,2022,1.1
MA2034012,PFHxS,2022,0.9
MA2034012,PFOS,2022,1.5
MA2034012,PFOA,2022,1.2
MA2034012,Total PFAS,2022,4.6
MA2034017,PFBS,2022,1.2
MA2034017,PFHxA,2022,1.2
MA2034017,PFOS,2022,1.4
MA2034017,PFOA,2022,1.6
MA2034017,Total PFAS,2022,5.5
MA2034019,PFBS,2021-2022,1.8
MA2034019,PFHxS,2021-2022,2.3
MA2034019,PFHxA,2021-2022,1.2
MA2034019,PFOS,2021-2022,2.7
MA2034019,PFOA,2021-2022,2.6
MA2034019,PFHpA,2021,1.1
MA2034019,Total PFAS,2021-2022,12
MA2034022,PFBS,2021-2022,2
MA2034022,PFHxS,2021-2022,1
MA2034022,PFHxA,2021-2022,1.7
MA2034022,PFOS,2021-2022,1
MA2034022,PFOA,2021-2022,3.3
MA2034022,PFHpA,2021-2022,1
MA2034022,Total PFAS,2021-2022,9.4
MA2034024,PFOS,2022,0.6
MA2034024,Total PFAS,2022,0.6
MA2034025,11Cl-PF3OUdS,2022,0.7
MA2034025,Total PFAS,2022,0.7
MA2034027,PFBS,2021-2022,2.1
MA2034027,PFHxS,2021-2022,1.9
MA2034027,PFHxA,2021-2022,2.2
MA2034027,PFOS,2021-2022,2.5
MA2034027,PFOA,2021-2022,3
MA2034027,PFHpA,2021-2022,1.1
MA2034027,Total PFAS,2021-2022,12
MA2034028,PFBS,2021-2022,2.6
MA2034028,PFHxS,2021-2022,1.6
MA2034028,PFHxA,2021-2022,1.2
MA2034028,PFOS,2021-2022,1.8
MA2034028,PFOA,2021-2022,2.5
MA2034028,PFHpA,2021-2022,0.9
MA2034028,11Cl-PF3OUdS,2022,0.8
MA2034028,Total PFAS,2021-2022,10
MA2034029,PFBS,2022,1.1
MA2034029,PFHxA,2022,0.6
MA2034029,PFOS,2022,1.4
MA2034029,PFOA,2022,1.8
MA2034029,Total PFAS,2022,4.8
MA2034030,PFBS,2021-2022,1.6
MA2034030,PFHxA,2021-2022,1.6
MA2034030,PFOA,2021-2022,1.7
MA2034030,PFHpA,2022,0.8
MA2034030,PFTA,2022,0.5
MA2034030,Total PFAS,2021-2022,5.9
MA2034031,PFBS,2020,1.3
MA2034031,PFHxA,2020,1.2
MA2034031,PFOA,2020-2022,1.2
MA2034031,PFHpA,2020,0.6
MA2034031,Total PFAS,2020-2022,4.1
MA2037010,PFBS,2021,0.3
MA2037010,PFHxS,2021,0.6
MA2037010,PFHxA,2021,0.4
MA2037010,PFOS,2021,0.5
MA2037010,PFOA,2021,1.1
MA2037010,PFHpA,2021,0.4
MA2037010,Total PFAS,2021,3.2
MA2037012,PFHxA,2022,0.7
MA2037012,PFOA,2022,1
MA2037012,Total PFAS,2022,1.7
MA2037017,PFHxS,2021,0.7
MA2037017,PFHxA,2021-2022,1.3
MA2037017,PFOS,2021-2022,1.6
MA2037017,PFOA,2021-2022,2.5
MA2037017,PFHpA,2022,0.9
MA2037017,Total PFAS,2021-2022,5.8
MA2037025,PFBS,2021-2022,1.6
MA2037025,PFHxS,2021-2022,1.3
MA2037025,PFHxA,2021-2022,1.4
MA2037025,PFOS,2021-2022,1.3
MA2037025,PFOA,2021-2022,3.4
MA2037025,PFHpA,2021-2022,1.3
MA2037025,Total PFAS,2021-2022,9.7
MA2037026,PFHxA,2022,1.6
MA2037026,PFOA,2022,2.8
MA2037026,Total PFAS,2022,4.4
MA2037036,PFBS,2021,2.4
MA2037036,PFHxS,2021,0.8
MA2037036,PFHxA,2021,4.4
MA2037036,PFOS,2021,2.5
MA2037036,PFOA,2021-2022,3.5
MA2037036,PFHpA,2021,1.4
MA2037036,Total PFAS,2021-2022,13
MA2037037,PFOS,2021,1.2
MA2037037,PFOA,2021-2022,1.7
MA2037037,Total PFAS,2021-2022,2.9
MA2037038,PFHxS,2022,1
MA2037038,PFHxA,2022,1.1
MA2037038,PFOS,2022,3.9
MA2037038,PFOA,2021-2022,3
MA2037038,PFHpA,2022,0.9
MA2037038,11Cl-PF3OUdS,2022,0.7
MA2037038,Total PFAS,2021-2022,9.9
MA2045000,PFHxA,2021,0.3
MA2045000,PFOS,2021,0.9
MA2045000,PFOA,2021,2.2
MA2045000,PFHpA,2021,0.3
MA2045000,Total PFAS,2021,3
MA2045001,PFHxS,2021-2022,0.6
MA2045001,PFHxA,2022,0.8
MA2045001,PFOS,2021-2022,1.1
MA2045001,PFOA,2021-2022,1.5
MA2045001,PFDoA,2021,0.6
MA2045001,PFTrDA,2021,0.5
MA2045001,PFUnA,2021,0.5
MA2045001,N-EtFOSAA,2021,1.1
MA2045001,NMeFOSAA,2021,1.1
MA2045001,Total PFAS,2021-2022,6
MA2045005,PFBS,2021-2022,1.8
MA2045005,PFHxA,2021-2022,3
MA2045005,PFOS,2021-2022,1.4
MA2045005,PFOA,2021-2022,1.7
MA2045005,PFHpA,2021-2022,0.8
MA2045005,Total PFAS,2021-2022,8
MA2054005,PFBS,2021-2022,1.6
MA2054005,PFHxS,2021-2022,0.8
MA2054005,PFOS,2021-2022,2.6
MA2054005,PFOA,2021-2022,1.4
MA2054005,Total PFAS,2021-2022,6.3
MA2054007,PFHxA,2022,0.8
MA2054007,PFOS,2022,2.8
MA2054007,PFOA,2022,2.4
MA2054007,Total PFAS,2022,6.1
MA2054029,PFBS,2022,0.9
MA2054029,PFHxA,2022,1
MA2054029,PFOA,2022,0.6
MA2054029,N-EtFOSAA,2022,0.8
MA2054029,Total PFAS,2022,1.6
MA2054035,PFOA,2022,0.7
MA2054035,Total PFAS,2022,0.7
MA2054050,PFBS,2021-2022,1.4
MA2054050,PFHxS,2021-2022,0.9
MA2054050,PFOS,2021,0.8
MA2054050,Total PFAS,2021-2022,2.7
MA2054053,PFBS,2021,0.5
MA2054053,PFHxA,2021,1
MA2054053,PFOS,2021,1.2
MA2054053,PFOA,2021-2022,1
MA2054053,Total PFAS,2021-2022,3.1
MA2054056,PFOS,2021,0.7
MA2054056,PFOA,2021,1.5
MA2054056,Total PFAS,2021,2.2
MA2054072,PFBS,2021-2022,1.2
MA2054072,PFHxA,2022,0.8
MA2054072,Total PFAS,2021-2022,1.8
MA2064000,PFBS,2021,0.7
MA2064000,PFHxA,2021-2022,1.6
MA2064000,PFOS,2021-2022,1.3
MA2064000,PFOA,2021-2022,2.2
MA2064000,PFHpA,2021-2022,1.2
MA2064000,Total PFAS,2021-2022,6.6
MA2077000,PFBS,2021-2022,3.1
MA2077000,PFHxS,2021-2022,1.2
MA2077000,PFHxA,2021-2022,2.8
MA2077000,PFOS,2021-2022,1.7
MA2077000,PFOA,2021-2022,3.3
MA2077000,PFHpA,2021-2022,1.2
MA2077000,N-EtFOSAA,2022,1.4
MA2077000,NMeFOSAA,2022,1.3
MA2077000,Total PFAS,2021-2022,12
MA2077005,PFHxA,2022,0.8
MA2077005,PFOA,2022,0.7
MA2077005,Total PFAS,2022,1.4
MA2080005,PFBS,2021,5
MA2080005,PFHxS,2021,0.7
MA2080005,PFHxA,2021,2.8
MA2080005,PFOS,2021,1
MA2080005,PFOA,2021,3.3
MA2080005,PFHpA,2021,1
MA2080005,Total PFAS,2021,14
MA2080006,N-EtFOSAA,2022,0.8
MA2080006,Total PFAS,2022,0.8
MA2081005,PFOA,2022,0.7
MA2081005,Total PFAS,2022,0.7
MA2084001,N-EtFOSAA,2022,0.7
MA2084001,NMeFOSAA,2022,0.7
MA2084001,Total PFAS,2022,1.3
MA2097000,PFBS,2021,0.7
MA2097000,PFHxA,2021-2022,1.9
MA2097000,PFOS,2021-2022,2
MA2097000,PFOA,2021-2022,2.4
MA2097000,PFHpA,2021-2022,1.5
MA2097000,Total PFAS,2021-2022,7.2
MA2103000,PFBS,2020-2022,1.4
MA2103000,PFHxS,2020-2022,1.1
MA2103000,PFHxA,2020-2022,1.9
MA2103000,PFOS,2020-2022,2.1
MA2103000,PFOA,2020-2022,3.3
MA2103000,PFHpA,2020-2022,2.1
MA2103000,PFNA,2020-2021,0.6
MA2103000,N-EtFOSAA,2022,0.7
MA2103000,Total PFAS,2020-2022,12
MA2110003,PFBS,2021-2022,1
MA2110003,PFHxA,2021-2022,0.8
MA2110003,PFOA,2021-2022,0.9
MA2110003,Total PFAS,2021-2022,2.7
MA2110004,PFBS,2021-2022,2.9
MA2110004,PFHxS,2021-2022,0.8
MA2110004,PFHxA,2022,0.9
MA2110004,PFOS,2021-2022,1.2
MA2110004,PFOA,2021-2022,1.5
MA2110004,Total PFAS,2021-2022,5.8
MA2110006,PFBS,2021-2022,1
MA2110006,PFHxA,2021-2022,1.3
MA2110006,PFOS,2021-2022,2.8
MA2110006,PFOA,2021-2022,1.5
MA2110006,Total PFAS,2021-2022,6.7
MA2115001,PFBS,2021-2022,0.8
MA2115001,PFHxS,2021-2022,1
MA2115001,PFOS,2021-2022,2.9
MA2115001,PFOA,2021-2022,1.7
MA2115001,PFTA,2022,1
MA2115001,Total PFAS,2021-2022,6.1
MA2115009,PFBS,2021-2022,2.1
MA2115009,PFHxS,2021,0.7
MA2115009,PFOS,2021-2022,1.1
MA2115009,PFOA,2021-2022,1.2
MA2115009,Total PFAS,2021-2022,4.7
MA2125002,PFHxA,2021,0.3
MA2125002,N-EtFOSAA,2021,0.6
MA2125002,Total PFAS,2021,0.9
MA2125005,PFHxA,2022,4.7
MA2125005,PFHpA,2022,1.1
MA2125005,Total PFAS,2022,5.8
MA2125006,PFHxA,2022,0.8
MA2125006,PFOS,2022,1.6
MA2125006,PFOA,2022,1.7
MA2125006,Total PFAS,2022,4.1
MA2125010,PFHxS,2021,0.3
MA2125010,Total PFAS,2021,0.3
MA2125011,PFHxA,2021,0.3
MA2125011,PFTA,2022,0.7
MA2125011,Total PFAS,2021-2022,0.7
MA2125012,PFBS,2021-2022,1.8
MA2125012,PFHxS,2021-2022,2.1
MA2125012,PFHxA,2018-2022,2.6
MA2125012,PFOS,2021-2022,1.1
MA2125012,PFOA,2018-2022,3.5
MA2125012,PFHpA,2021-2022,1.3
MA2125012,N-EtFOSAA,2021,1
MA2125012,NMeFOSAA,2021,0.7
MA2125012,Total PFAS,2018-2022,12
MA2125013,PFOA,2021-2022,0.7
MA2125013,Total PFAS,2021-2022,0.7
MA2125016,N-EtFOSAA,2021,0.7
MA2125016,NMeFOSAA,2021,0.7
MA2125016,Total PFAS,2021,1.4
MA2125022,PFBS,2020-2022,2.8
MA2125022,PFHxS,2020,0.7
MA2125022,PFHxA,2020,0.7
MA2125022,PFOS,2020-2022,1.8
MA2125022,PFOA,2020-2022,1.7
MA2125022,Total PFAS,2020-2022,7.7
MA2125023,PFHxA,2022,0.6
MA2125023,Total PFAS,2022,0.6
MA2125026,PFHxA,2022,0.8
MA2125026,N-EtFOSAA,2022,0.8
MA2125026,Total PFAS,2022,0.8
MA2125027,PFOS,2022,0.7
MA2125027,Total PFAS,2022,0.7
MA2139002,PFBS,2021,1.7
MA2139002,PFHxA,2021,1.9
MA2139002,PFOS,2021,1
MA2139002,PFOA,2021,2.3
MA2139002,PFHpA,2021,0.7
MA2139002,Total PFAS,2021,7.5
MA2139004,PFBS,2021,1.6
MA2139004,PFHxS,2021,0.7
MA2139004,PFHxA,2021,1.7
MA2139004,PFOS,2021,2.4
MA2139004,PFOA,2021,3
MA2139004,PFHpA,2021,1.1
MA2139004,Total PFAS,2021,10
MA2139010,PFBS,2021,4.9
MA2139010,PFHxA,2021-2022,1.8
MA2139010,PFOS,2021,0.8
MA2139010,PFOA,2021,2.2
MA2139010,PFHpA,2021,0.7
MA2139010,Total PFAS,2021-2022,7.6
MA2139011,11Cl-PF3OUdS,2022,0.7
MA2139011,Total PFAS,2022,0.7
MA2140004,PFBS,2021-2022,1.4
MA2140004,PFHxS,2021-2022,1.3
MA2140004,PFHxA,2021-2022,1.7
MA2140004,PFOS,2021-2022,0.9
MA2140004,PFOA,2021-2022,2.6
MA2140004,PFHpA,2021-2022,0.8
MA2140004,Total PFAS,2021-2022,8.5
MA2147000,PFBS,2021-2022,2.1
MA2147000,PFHxS,2021-2022,0.7
MA2147000,PFHxA,2021-2022,2.1
MA2147000,PFOS,2021-2022,1.6
MA2147000,PFOA,2021-2022,3.6
MA2147000,PFHpA,2021-2022,1.3
MA2147000,Total PFAS,2021-2022,9.7
MA2147005,PFBS,2021-2022,1.8
MA2147005,PFHxA,2021-2022,7.4
MA2147005,PFOA,2022,1.1
MA2147005,PFHpA,2021-2022,1.9
MA2147005,PFDA,2022,0.9
MA2147005,Total PFAS,2021-2022,12
MA2147011,N-EtFOSAA,2022,1.6
MA2147011,NMeFOSAA,2022,1.2
MA2147011,Total PFAS,2022,2.8
MA2151002,PFBS,2020-2022,1.5
MA2151002,PFHxS,2020,1.2
MA2151002,PFHxA,2020-2022,0.9
MA2151002,PFOS,2020,1.7
MA2151002,PFOA,2020-2022,1.8
MA2151002,PFHpA,2020,0.9
MA2151002,Total PFAS,2020-2022,7.9
MA2153000,PFBS,2020-2022,1.1
MA2153000,PFHxS,2020-2022,3.1
MA2153000,PFHxA,2020-2021,2.9
MA2153000,PFOS,2020-2022,2.6
MA2153000,PFOA,2020-2022,3.5
MA2153000,PFHpA,2020-2022,2.6
MA2153000,PFNA,2020-2021,0.5
MA2153000,PFTA,2020,0.6
MA2153000,N-EtFOSAA,2020,1
MA2153000,Total PFAS,2020-2022,16
MA2153001,PFHxS,2020,0.7
MA2153001,PFOS,2020,0.7
MA2153001,PFOA,2020,0.8
MA2153001,Total PFAS,2020,2.2
MA2162008,N-EtFOSAA,2022,1.1
MA2162008,NMeFOSAA,2022,0.7
MA2162008,Total PFAS,2022,1.8
MA2179001,PFHxS,2021-2022,0.6
MA2179001,PFOA,2021-2022,0.9
MA2179001,Total PFAS,2021-2022,1.6
MA2179008,PFBS,2022,0.7
MA2179008,PFOS,2022,1.1
MA2179008,PFOA,2022,1.7
MA2179008,Total PFAS,2022,3.4
MA2179018,PFBS,2022,0.5
MA2179018,PFHxS,2022,1.3
MA2179018,PFOS,2022,1.3
MA2179018,PFOA,2022,1
MA2179018,Total PFAS,2022,4.1
MA2179024,PFBS,2022,0.7
MA2179024,PFHxS,2022,0.7
MA2179024,PFOA,2022,1.1
MA2179024,Total PFAS,2022,2.5
MA2179031,PFHxA,2021,0.3
MA2179031,Total PFAS,2021,0.3
MA2188005,PFOS,2022,1.8
MA2188005,PFOA,2022,0.9
MA2188005,Total PFAS,2022,2.7
MA2188008,PFBS,2022,5.2
MA2188008,PFOS,2022,0.6
MA2188008,PFOA,2022,1.2
MA2188008,Total PFAS,2022,7.1
MA2202003,PFHxA,2022,0.7
MA2202003,PFOA,2022,0.9
MA2202003,Total PFAS,2022,1.6
MA2208001,PFBS,2020-2022,1.3
MA2208001,PFHxS,2020-2022,1.7
MA2208001,PFHxA,2020-2021,0.9
MA2208001,PFOS,2020-2022,1.8
MA2208001,PFOA,2020-2022,2.6
MA2208001,PFHpA,2020-2022,0.8
MA2208001,Total PFAS,2020-2022,8.5
MA2212000,PFHxA,2021,0.5
MA2212000,PFOS,2021,0.8
MA2212000,PFOA,2021,1.1
MA2212000,PFHpA,2021,0.7
MA2212000,Total PFAS,2021,3
MA2215004,PFBS,2021-2022,2.9
MA2215004,PFHxS,2021,0.4
MA2215004,PFHxA,2021-2022,3
MA2215004,PFOS,2021,0.7
MA2215004,PFOA,2021-2022,2.8
MA2215004,PFHpA,2021,1.3
MA2215004,PFNA,2021,0.4
MA2215004,Total PFAS,2021-2022,9.7
MA2216000,PFBS,2021-2022,2
MA2216000,PFHxS,2021-2022,0.6
MA2216000,PFHxA,2021-2022,1.1
MA2216000,PFOS,2021-2022,2.1
MA2216000,PFOA,2021-2022,3.6
MA2216000,PFHpA,2021-2022,1.1
MA2216000,N-EtFOSAA,2021,0.7
MA2216000,Total PFAS,2021-2022,9.5
MA2216007,PFBS,2022,0.8
MA2216007,Total PFAS,2022,0.8
MA2222003,PFBS,2021,2.9
MA2222003,PFHxA,2021,82
MA2222003,PFOS,2021,1.2
MA2222003,PFOA,2021,3.1
MA2222003,PFHpA,2021,15
MA2222003,Total PFAS,2021,103
MA2222009,PFBS,2022,0.8
MA2222009,PFHxA,2022,0.7
MA2222009,PFOA,2022,0.7
MA2222009,Total PFAS,2022,2.1
MA2226000,PFBS,2021-2022,2.2
MA2226000,PFHxS,2021-2022,1.6
MA2226000,PFHxA,2021-2023,3.3
MA2226000,PFOS,2021-2022,2.1
MA2226000,PFOA,2019-2022,3.4
MA2226000,PFHpA,2021-2022,1.4
MA2226000,N-EtFOSAA,2022,0.7
MA2226000,NMeFOSAA,2022,0.7
MA2226000,Total PFAS,2019-2023,14
MA2226007,PFBS,2021-2022,1.7
MA2226007,PFOA,2022,0.9
MA2226007,Total PFAS,2021-2022,2.6
MA2226011,PFBS,2021-2022,7.2
MA2226011,PFHxS,2021-2022,1
MA2226011,PFHxA,2021-2022,1.2
MA2226011,PFOS,2022,1.3
MA2226011,PFOA,2021-2022,1.7
MA2226011,Total PFAS,2021-2022,12
MA2228000,PFBA,2023,7.6
MA2228000,PFHxA,2023,3.3
MA2228000,PFPeA,2023,4.4
MA2228000,Total PFAS,2023,7.7
MA2235006,PFBS,2021,1.3
MA2235006,PFHxS,2021,1.3
MA2235006,PFHxA,2021,2
MA2235006,PFOS,2021,1
MA2235006,PFOA,2021,1.1
MA2235006,Total PFAS,2021,6.7
MA2241012,PFBS,2021,0.9
MA2241012,PFHxA,2021,1.5
MA2241012,PFOS,2021,2.1
MA2241012,PFOA,2021,3.5
MA2241012,PFHpA,2021,1
MA2241012,Total PFAS,2021,9
MA2257000,PFBS,2022,0.4
MA2257000,PFHxA,2021-2022,0.8
MA2257000,PFOS,2022,0.6
MA2257000,PFOA,2021-2022,1.6
MA2257000,PFHpA,2021-2022,1.1
MA2257000,Total PFAS,2021-2022,4.5
MA2257002,PFBS,2022,1.2
MA2257002,PFHxS,2022,0.8
MA2257002,PFHxA,2022,0.7
MA2257002,PFOS,2022,1.8
MA2257002,PFOA,2022,2.4
MA2257002,PFHpA,2022,0.6
MA2257002,Total PFAS,2022,7.5
MA2257007,PFBS,2021,2.1
MA2257007,PFHxA,2021,0.7
MA2257007,PFOS,2021,0.9
MA2257007,PFOA,2021,1
MA2257007,PFHpA,2021,0.7
MA2257007,Total PFAS,2021,5
MA2257008,PFBS,2022,1.3
MA2257008,PFOA,2022,0.9
MA2257008,Total PFAS,2022,2.3
MA2270001,PFBS,2020-2022,0.8
MA2270001,PFHxS,2018-2023,12
MA2270001,PFHxA,2020-2022,1
MA2270001,PFOS,2020-2022,1.5
MA2270001,PFOA,2018-2022,3.1
MA2270001,PFHpA,2020-2022,0.6
MA2270001,N-EtFOSAA,2020,1.3
MA2270001,Total PFAS,2018-2023,15
MA2270009,PFOA,2021,0.7
MA2270009,Total PFAS,2021,0.7
MA2271003,PFBS,2021-2022,34
MA2271003,PFHxS,2021,0.4
MA2271003,PFHxA,2021-2022,2.1
MA2271003,PFOS,2021-2022,1.8
MA2271003,PFOA,2021-2022,2.1
MA2271003,PFHpA,2021-2022,0.9
MA2271003,N-EtFOSAA,2022,0.9
MA2271003,NMeFOSAA,2022,0.6
MA2271003,Total PFAS,2021-2022,37
MA2271004,PFBS,2021-2022,16
MA2271004,PFHxS,2021-2022,2.1
MA2271004,PFHxA,2021-2022,3.7
MA2271004,PFOS,2021-2022,1.5
MA2271004,PFOA,2021-2022,2.9
MA2271004,PFHpA,2021-2022,2
MA2271004,PFNA,2021-2022,0.7
MA2271004,Total PFAS,2021-2022,22
MA2278000,PFBA,2023,5
MA2278000,PFHxA,2021,0.5
MA2278000,PFOS,2021-2022,0.8
MA2278000,PFOA,2021-2022,1.1
MA2278000,Total PFAS,2021-2023,5
MA2280000,PFBS,2021-2022,1.6
MA2280000,PFHxS,2021-2022,1.1
MA2280000,PFHxA,2021-2022,2.8
MA2280000,PFOS,2021-2022,1.3
MA2280000,PFOA,2021-2022,2.6
MA2280000,PFHpA,2021-2022,1.3
MA2280000,N-EtFOSAA,2021,0.7
MA2280000,NMeFOSAA,2021,0.7
MA2280000,Total PFAS,2021-2022,11
MA2280002,PFBS,2021-2022,2
MA2280002,Total PFAS,2021-2022,2
MA2280005,PFHxA,2022,2.5
MA2280005,PFOA,2022,1.8
MA2280005,Total PFAS,2022,4.3
MA2286003,PFHxS,2021,0.7
MA2286003,PFOS,2021,1.3
MA2286003,PFOA,2021-2022,1.5
MA2286003,PFTA,2022,0.8
MA2286003,Total PFAS,2021-2022,3.5
MA2286004,PFBS,2022,0.4
MA2286004,PFHxA,2022,0.4
