pws_id,Chemical,Years tested,Maximum Level (ppt)
MA4036002,PFHxS,2021-2022,0.8
MA4036002,PFHxA,2021-2023,4.5
MA4036002,PFOS,2021-2022,1.6
MA4036002,PFOA,2021-2022,3.2
MA4036002,PFPeA,2023,3.7
MA4036002,PFHpA,2021-2022,1.1
MA4036002,Total PFAS,2021-2023,11
MA4041000,PFHxA,2021,0.6
MA4041000,PFHpA,2021,0.3
MA4041000,N-EtFOSAA,2021,0.6
MA4041000,Total PFAS,2021,1
MA4041004,PFOS,2022,0.6
MA4041004,PFOA,2022,1.1
MA4041004,Total PFAS,2022,1.7
MA4042004,PFHxS,2022,1
MA4042004,Total PFAS,2022,1
MA4044005,PFHxA,2020,0.5
MA4044005,PFOA,2020,0.8
MA4044005,PFHpA,2020,0.3
MA4044005,Total PFAS,2020,1.6
MA4052001,PFBS,2021-2022,0.8
MA4052001,PFHxS,2021-2022,0.7
MA4052001,PFHxA,2021-2022,0.9
MA4052001,PFOS,2021-2022,0.7
MA4052001,PFOA,2021-2022,0.8
MA4052001,Total PFAS,2021-2022,3.1
MA4052007,PFBS,2021-2022,1.4
MA4052007,PFHxS,2021,1.1
MA4052007,PFHxA,2021-2022,1.8
MA4052007,PFOS,2021-2022,1.4
MA4052007,PFOA,2021-2022,3
MA4052007,PFHpA,2021-2022,1.7
MA4052007,PFNA,2021-2022,0.9
MA4052007,Total PFAS,2021-2022,11
MA4052010,PFBS,2022,3.6
MA4052010,PFHxS,2022,0.8
MA4052010,PFHxA,2022,0.9
MA4052010,PFOS,2022,0.9
MA4052010,PFOA,2022,1.4
MA4052010,Total PFAS,2022,7.7
MA4052018,PFBS,2021,1.2
MA4052018,PFOA,2021,0.5
MA4052018,Total PFAS,2021,1.7
MA4052022,PFHxA,2020,0.8
MA4052022,PFHpA,2020,0.3
MA4052022,N-EtFOSAA,2020,1.3
MA4052022,Total PFAS,2020,1.3
MA4052060,PFOS,2022,1
MA4052060,PFOA,2022,1.9
MA4052060,Total PFAS,2022,2.8
MA4052061,PFOA,2021,0.6
MA4052061,11Cl-PF3OUdS,2022,0.8
MA4052061,Total PFAS,2021-2022,0.8
MA4052063,PFBS,2021,1
MA4052063,PFHxS,2021,2.2
MA4052063,PFHxA,2021,0.9
MA4052063,PFOS,2021,0.9
MA4052063,PFOA,2021,1.1
MA4052063,PFHpA,2021,0.6
MA4052063,N-EtFOSAA,2021,0.6
MA4052063,Total PFAS,2021,7
MA4052064,PFBS,2021,0.5
MA4052064,PFHxS,2021,0.6
MA4052064,PFHxA,2021-2022,0.9
MA4052064,PFOS,2021,1.1
MA4052064,PFOA,2021-2022,1.5
MA4052064,PFTA,2022,1
MA4052064,Total PFAS,2021-2022,4.5
MA4052067,11Cl-PF3OUdS,2022,0.7
MA4052067,Total PFAS,2022,0.7
MA4052069,PFHxS,2021-2022,0.9
MA4052069,PFHxA,2021-2022,1
MA4052069,PFOS,2021-2022,1.7
MA4052069,PFOA,2021-2022,3.1
MA4052069,PFHpA,2021-2022,0.9
MA4052069,PFTA,2022,1
MA4052069,Total PFAS,2021-2022,7.6
MA4052070,PFHxA,2021,0.7
MA4052070,PFOS,2021-2022,3.2
MA4052070,PFOA,2021-2022,1.1
MA4052070,Total PFAS,2021-2022,4.8
MA4052072,PFBS,2022,1.7
MA4052072,PFHxS,2022,0.7
MA4052072,PFHxA,2022,0.8
MA4052072,PFOS,2022,1.5
MA4052072,PFOA,2021-2022,1.6
MA4052072,11Cl-PF3OUdS,2022,0.8
MA4052072,Total PFAS,2021-2022,6.2
MA4055005,PFHxS,2022,0.9
MA4055005,PFOS,2022,0.8
MA4055005,Total PFAS,2022,1.7
MA4062000,PFOS,2021-2022,2
MA4062000,Total PFAS,2021-2022,2
MA4062006,PFOS,2022,1.4
MA4062006,Total PFAS,2022,1.4
MA4062008,PFHxA,2021-2022,5.3
MA4062008,PFOA,2021-2022,1.8
MA4062008,PFHpA,2021-2022,4.3
MA4062008,Total PFAS,2021-2022,11
MA4072000,PFBS,2019-2022,3.7
MA4072000,PFHxS,2021-2022,1.1
MA4072000,PFHxA,2021-2022,3
MA4072000,PFOS,2021-2022,3.6
MA4072000,PFOA,2019-2022,3.3
MA4072000,PFHpA,2021-2022,1.8
MA4072000,Total PFAS,2019-2022,14
MA4082001,PFHxA,2022,0.7
MA4082001,PFOS,2022,1.1
MA4082001,PFOA,2022,0.8
MA4082001,Total PFAS,2022,1.9
MA4086018,PFHxS,2022,0.9
MA4086018,Total PFAS,2022,0.9
MA4086042,PFOA,2022,1.1
MA4086042,Total PFAS,2022,1.1
MA4086045,PFBS,2022,1.4
MA4086045,PFHxS,2022,2.1
MA4086045,PFHxA,2022,1.8
MA4086045,PFOS,2022,3.6
MA4086045,PFOA,2022,2.7
MA4086045,PFHpA,2022,1.1
MA4086045,PFNA,2022,25
MA4086045,Total PFAS,2022,38
MA4086046,PFBS,2022,0.5
MA4086046,PFHxS,2022,0.8
MA4086046,PFHxA,2022,0.6
MA4086046,PFOS,2022,1.5
MA4086046,PFOA,2022,3.2
MA4086046,PFHpA,2022,0.7
MA4086046,Total PFAS,2022,7.2
MA4086047,PFBS,2022,0.7
MA4086047,PFHxA,2022,0.6
MA4086047,Total PFAS,2022,1.3
MA4086048,PFHxS,2020,3.2
MA4086048,PFOS,2020,4
MA4086048,PFOA,2020,2.7
MA4086048,PFNA,2020,7.6
MA4086048,Total PFAS,2020,18
MA4086095,PFBS,2021,0.8
MA4086095,Total PFAS,2021,0.8
MA4088007,PFHxS,2022,0.8
MA4088007,Total PFAS,2022,0.8
MA4089000,PFBS,2020-2022,0.8
MA4089000,PFHxS,2020,0.5
MA4089000,PFHxA,2020-2022,1.8
MA4089000,PFOA,2022,1
MA4089000,PFHpA,2020,0.5
MA4089000,N-EtFOSAA,2022,1
MA4089000,NMeFOSAA,2022,0.7
MA4089000,Total PFAS,2020-2022,3.5
MA4089003,PFOS,2022,0.9
MA4089003,PFOA,2022,1.4
MA4089003,Total PFAS,2022,2.3
MA4095000,PFBS,2021-2022,0.9
MA4095000,PFHxS,2021-2022,1.1
MA4095000,PFHxA,2021-2022,1.3
MA4095000,PFOS,2020-2022,2.7
MA4095000,PFOA,2020-2022,2.6
MA4095000,PFHpA,2021-2022,1.1
MA4095000,Total PFAS,2020-2022,9.7
MA4102010,PFHxA,2022,1.6
MA4102010,PFOS,2022,1.3
MA4102010,PFOA,2022,3.5
MA4102010,PFHpA,2022,0.8
MA4102010,Total PFAS,2022,7.1
MA4104003,PFHxS,2021,2.2
MA4104003,PFHxA,2021,1.2
MA4104003,PFOS,2021,2
MA4104003,Total PFAS,2021,5.3
MA4126000,PFBS,2021-2022,1.8
MA4126000,PFHxS,2021-2022,0.9
MA4126000,PFHxA,2021-2022,1.5
MA4126000,PFOS,2021,1
MA4126000,PFOA,2021-2022,1.7
MA4126000,PFHpA,2021,0.7
MA4126000,Total PFAS,2021-2022,7.2
MA4145001,PFBS,2021,1.7
MA4145001,PFHxA,2021,0.7
MA4145001,PFOS,2021,0.7
MA4145001,PFOA,2021,1.1
MA4145001,PFHpA,2021,0.5
MA4145001,Total PFAS,2021,4.7
MA4145006,PFBS,2021-2022,1
MA4145006,PFHxA,2021-2022,2.1
MA4145006,PFOS,2022,0.4
MA4145006,PFOA,2021-2022,1.8
MA4145006,PFHpA,2021-2022,1.1
MA4145006,N-EtFOSAA,2021,0.7
MA4145006,NMeFOSAA,2021,0.6
MA4145006,Total PFAS,2021-2022,6
MA4146012,PFBS,2022,0.6
MA4146012,PFHxS,2022,1.2
MA4146012,Total PFAS,2022,1.8
MA4146016,PFBS,2021-2022,2.3
MA4146016,PFHxS,2021-2022,5.8
MA4146016,PFHxA,2021-2022,1.6
MA4146016,PFHpA,2021-2022,0.9
MA4146016,Total PFAS,2021-2022,11
MA4146029,PFOA,2022,0.5
MA4146029,Total PFAS,2022,0.5
MA4146043,PFBS,2022,1.4
MA4146043,PFHxS,2022,0.8
MA4146043,PFHxA,2022,1
MA4146043,PFOS,2022,2.9
MA4146043,PFOA,2022,3
MA4146043,PFHpA,2022,0.7
MA4146043,Total PFAS,2022,9.7
MA4169000,PFBS,2021,1.6
MA4169000,PFHxS,2021,1.3
MA4169000,PFHxA,2021,1
MA4169000,PFOS,2021,2.2
MA4169000,PFOA,2021,2.8
MA4169000,PFHpA,2021,0.9
MA4169000,Total PFAS,2021,8.7
MA4172033,PFBS,2021,0.6
MA4172033,PFHxS,2021-2022,1.2
MA4172033,PFHxA,2021-2022,0.6
MA4172033,PFOS,2021-2022,0.9
MA4172033,PFOA,2021-2022,1.3
MA4172033,Total PFAS,2021-2022,4.5
MA4172035,PFBS,2021-2022,1
MA4172035,PFHxS,2021-2022,4.1
MA4172035,PFHxA,2021-2022,2.1
MA4172035,PFOS,2021-2022,1.2
MA4172035,PFOA,2021-2022,2.4
MA4172035,PFHpA,2021-2022,0.9
MA4172035,Total PFAS,2021-2022,12
MA4173001,PFBS,2021,0.7
MA4173001,PFHxA,2021,0.9
MA4173001,PFOS,2021,1.1
MA4173001,PFOA,2021,1.6
MA4173001,PFHpA,2021,0.4
MA4173001,Total PFAS,2021,4.3
MA4201000,PFBS,2021,0.6
MA4201000,PFHxS,2021,0.5
MA4201000,PFHxA,2021-2022,1.1
MA4201000,PFOS,2021-2022,1.1
MA4201000,PFOA,2021-2022,3.4
MA4201000,PFHpA,2021-2022,1.2
MA4201000,PFNA,2021,0.5
MA4201000,11Cl-PF3OUdS,2021,0.2
MA4201000,N-EtFOSAA,2021,1.1
MA4201000,NMeFOSAA,2021,0.9
MA4201000,Total PFAS,2021-2022,8.2
MA4224000,PFBS,2020,0.5
MA4224000,PFHxS,2020,0.5
MA4224000,Total PFAS,2020,1.1
MA4231000,PFBS,2021-2022,2.8
MA4231000,PFHxS,2021-2022,2.1
MA4231000,PFHxA,2021-2022,3.4
MA4231000,PFOS,2021-2022,2.1
MA4231000,PFOA,2021-2022,3.4
MA4231000,PFHpA,2021-2022,1.5
MA4231000,Total PFAS,2021-2022,13
MA4238013,PFOA,2022,1
MA4238013,Total PFAS,2022,1
MA4239000,PFBS,2021-2022,2
MA4239000,PFHxS,2021-2022,1.1
MA4239000,PFHxA,2021-2022,2
MA4239000,PFOS,2021-2022,1.4
MA4239000,PFOA,2021-2022,2.6
MA4239000,PFHpA,2021-2022,1.1
MA4239000,Total PFAS,2021-2022,9.1
MA4239006,PFOS,2022,0.5
MA4239006,Total PFAS,2022,0.5
MA4239012,PFHxA,2020,0.4
MA4239012,PFOS,2020,1
MA4239012,PFOA,2020,1.4
MA4239012,PFHpA,2020,0.4
MA4239012,Total PFAS,2020,3.2
MA4239013,PFHxA,2022,0.6
MA4239013,PFOS,2022,0.6
MA4239013,PFOA,2022,1.3
MA4239013,Total PFAS,2022,2.5
MA4239029,PFBS,2022,2.9
MA4239029,PFOA,2022,0.8
MA4239029,Total PFAS,2022,3.6
MA4239034,PFNA,2021,1
MA4239034,Total PFAS,2021,1
MA4239041,PFBS,2021-2022,0.9
MA4239041,PFHxA,2021-2022,0.8
MA4239041,PFOS,2021-2022,1.7
MA4239041,PFOA,2021-2022,2
MA4239041,PFHpA,2021-2022,0.9
MA4239041,PFNA,2021-2022,1.1
MA4239041,Total PFAS,2021-2022,7.3
MA4239045,PFBS,2021-2022,1.6
MA4239045,PFHxS,2021-2022,0.8
MA4239045,PFHxA,2021-2022,2.5
MA4239045,PFOS,2021-2022,1.5
MA4239045,PFOA,2021-2022,3.1
MA4239045,PFHpA,2021-2022,1.3
MA4239045,N-EtFOSAA,2022,0.9
MA4239045,NMeFOSAA,2022,0.7
MA4239045,Total PFAS,2021-2022,11
MA4239060,ADONA,2021,0.6
MA4239060,Total PFAS,2021,0.6
MA4240001,PFHxA,2021-2022,1.5
MA4240001,PFOS,2021-2022,1
MA4240001,PFOA,2021-2022,3.2
MA4240001,PFHpA,2021-2022,1.2
MA4240001,PFNA,2021,0.6
MA4240001,Total PFAS,2021-2022,6.7
MA4240003,PFBS,2022,1.2
MA4240003,PFOS,2022,0.9
MA4240003,PFOA,2022,1
MA4240003,Total PFAS,2022,3
MA4240004,PFHxA,2022,0.8
MA4240004,PFOS,2022,1.6
MA4240004,PFOA,2021-2022,3.6
MA4240004,PFHpA,2022,0.8
MA4240004,Total PFAS,2021-2022,6.8
MA4240005,PFOA,2021-2022,1.1
MA4240005,Total PFAS,2021-2022,1.1
MA4240007,PFHxS,2021-2022,0.8
MA4240007,PFOA,2021-2022,1.2
MA4240007,Total PFAS,2021-2022,1.9
MA4240008,PFBS,2021-2022,1.3
MA4240008,PFHxA,2021-2022,1.7
MA4240008,PFOS,2021-2022,2.2
MA4240008,PFOA,2021-2022,3.1
MA4240008,PFHpA,2021-2022,1.1
MA4240008,Total PFAS,2021-2022,9.1
MA4242000,PFBS,2021,0.6
MA4242000,PFHxS,2021,0.6
MA4242000,PFHxA,2021,0.7
MA4242000,PFOS,2021,0.7
MA4242000,PFOA,2021,0.7
MA4242000,PFHpA,2021,0.4
MA4242000,PFNA,2021,0.4
MA4242000,Total PFAS,2021,3.3
MA4244003,PFHxA,2022,0.7
MA4244003,PFOS,2022,0.6
MA4244003,PFOA,2022,0.9
MA4244003,PFHpA,2022,0.6
MA4244003,Total PFAS,2022,2.2
MA4247002,PFBS,2021-2022,0.9
MA4247002,PFHxA,2022,0.9
MA4247002,PFOS,2022,0.6
MA4247002,PFOA,2022,0.7
MA4247002,Total PFAS,2021-2022,2.4
MA4247004,PFBS,2022,0.6
MA4247004,PFHxA,2022,0.6
MA4247004,PFOA,2021-2022,0.7
MA4247004,Total PFAS,2021-2022,1.3
MA4247007,N-EtFOSAA,2021,1.6
MA4247007,NMeFOSAA,2021,1.4
MA4247007,Total PFAS,2021,3
MA4247015,PFBS,2021,1.7
MA4247015,PFHxS,2021,0.7
MA4247015,Total PFAS,2021,2.4
MA4247021,PFBS,2022,0.7
MA4247021,PFHxS,2022,0.8
MA4247021,PFHxA,2022,1.9
MA4247021,PFOS,2022,2.5
MA4247021,PFOA,2022,3.5
MA4247021,PFHpA,2022,1
MA4247021,Total PFAS,2022,10
MA4247028,PFOS,2021-2022,1.7
MA4247028,PFOA,2021,0.8
MA4247028,Total PFAS,2021-2022,2.5
MA4247041,PFBS,2021,2.4
MA4247041,PFHxS,2021,1.1
MA4247041,PFOS,2021,2.4
MA4247041,PFOA,2021,2.3
MA4247041,Total PFAS,2021,7.4
MA4247044,PFBS,2021,0.6
MA4247044,PFHxA,2021,1
MA4247044,PFOA,2021,1.3
MA4247044,Total PFAS,2021,2.9
MA4247050,PFBS,2022,56
MA4247050,PFHxA,2022,1.2
MA4247050,PFOA,2022,0.7
MA4247050,Total PFAS,2022,58
MA4247051,PFBS,2021-2022,2.4
MA4247051,PFHxS,2021-2022,1.1
MA4247051,PFHxA,2022,0.5
MA4247051,PFOS,2021-2022,1.8
MA4247051,PFOA,2022,1.8
MA4247051,PFHpA,2022,0.4
MA4247051,Total PFAS,2021-2022,7.8
MA4247053,PFOS,2022,2.5
MA4247053,Total PFAS,2022,2.5
MA4247055,PFTA,2022,1.5
MA4247055,Total PFAS,2022,1.5
MA4250002,PFBS,2021-2022,0.9
MA4250002,PFOS,2021-2022,0.8
MA4250002,PFOA,2021-2022,1.4
MA4250002,Total PFAS,2021-2022,3
MA4250004,PFOS,2022,1
MA4250004,PFOA,2022,0.9
MA4250004,Total PFAS,2022,1.8
MA4261002,PFBS,2022,2.9
MA4261002,PFHxS,2022,0.7
MA4261002,PFHxA,2022,1.9
MA4261002,PFOS,2022,0.6
MA4261002,PFOA,2022,2.2
MA4261002,PFHpA,2022,1.2
MA4261002,N-EtFOSAA,2022,0.6
MA4261002,Total PFAS,2022,10
MA4261024,PFHxA,2020,0.7
MA4261024,Total PFAS,2020,0.7
MA4285001,PFBS,2022,1.6
MA4285001,PFHxS,2022,1.3
MA4285001,PFHxA,2022,1.3
MA4285001,PFOS,2022,1.9
MA4285001,PFOA,2022,3
MA4285001,PFHpA,2022,0.8
MA4285001,Total PFAS,2022,9.9
MA4285007,PFTA,2022,0.8
MA4285007,11Cl-PF3OUdS,2022,1
MA4285007,Total PFAS,2022,1.4
MA4296015,PFHxA,2021-2022,1.7
MA4296015,PFOS,2021-2022,0.8
MA4296015,PFOA,2021-2022,2
MA4296015,PFHpA,2021-2022,0.9
MA4296015,N-EtFOSAA,2021,0.7
MA4296015,NMeFOSAA,2021,0.6
MA4296015,Total PFAS,2021-2022,5.3
MA4296016,PFHxS,2021,0.5
MA4296016,PFOS,2021,2.8
MA4296016,PFOA,2021,1.6
MA4296016,Total PFAS,2021,4.9
MA4300017,PFBS,2022,1.9
MA4300017,Total PFAS,2022,1.9
MA4300019,PFBS,2022,2.1
MA4300019,PFHxS,2022,6.4
MA4300019,PFHxA,2022,0.7
MA4300019,PFOS,2022,3
MA4300019,PFOA,2022,1.3
MA4300019,Total PFAS,2022,13
MA4300028,PFBS,2022,0.7
MA4300028,PFOA,2022,1.4
MA4300028,Total PFAS,2022,2.1
MA4300029,PFBS,2022,9
MA4300029,PFHxA,2022,0.8
MA4300029,PFOA,2022,1
MA4300029,Total PFAS,2022,11
MA4300031,PFBS,2022,4.5
MA4300031,PFOA,2022,1
MA4300031,Total PFAS,2022,5.5
MA4300035,PFOS,2022,1.1
MA4300035,Total PFAS,2022,1.1
MA4300041,PFBS,2022,1.9
MA4300041,PFHxS,2022,7.3
MA4300041,PFHxA,2022,1.2
MA4300041,Total PFAS,2022,10
MA4300044,PFOS,2022,2.5
MA4300044,Total PFAS,2022,2.5
MA4310000,PFHxA,2021,0.5
MA4310000,PFOS,2021,0.6
MA4310000,PFOA,2021-2022,0.7
MA4310000,Total PFAS,2021-2022,1.6
MA4318003,PFHxA,2022,2.5
MA4318003,PFOS,2022,0.6
MA4318003,PFOA,2022,2.1
MA4318003,PFHpA,2022,0.9
MA4318003,Total PFAS,2022,6.1
MA4318010,PFBS,2021-2022,3.5
MA4318010,PFHxS,2021-2022,0.8
MA4318010,PFHxA,2021-2022,20
MA4318010,PFOA,2021-2022,3.9
MA4318010,PFHpA,2021-2022,4.2
MA4318010,Total PFAS,2021-2022,31
MA4318019,PFBS,2022,3.4
MA4318019,PFHxS,2022,1.5
MA4318019,PFHxA,2022,3
MA4318019,PFOS,2022,1.3
MA4318019,PFOA,2022,2.1
MA4318019,Total PFAS,2022,11
MA4318031,PFBS,2022,3.2
MA4318031,PFHxS,2022,1.4
MA4318031,PFHxA,2022,7.8
MA4318031,PFOS,2022,2.4
MA4318031,PFOA,2022,3.3
MA4318031,PFHpA,2022,2.3
MA4318031,Total PFAS,2022,20
MA4318035,PFOS,2022,0.8
MA4318035,PFOA,2022,0.8
MA4318035,Total PFAS,2022,1.4
MA4318038,PFOS,2022,0.7
MA4318038,Total PFAS,2022,0.7
MA4318040,PFBS,2021,0.9
MA4318040,PFHxS,2021,1.1
MA4318040,PFOS,2021,0.9
MA4318040,PFOA,2021,1.2
MA4318040,Total PFAS,2021,4
MA4318049,PFBS,2022,0.5
MA4318049,PFHxS,2022,0.6
MA4318049,PFHxA,2022,0.6
MA4318049,PFOS,2022,2.6
MA4318049,PFOA,2022,1.1
MA4318049,Total PFAS,2022,5.4
MA4318052,PFBS,2022,10
MA4318052,PFHxS,2022,0.9
MA4318052,PFHxA,2022,1.3
MA4318052,PFOA,2022,1.1
MA4318052,Total PFAS,2022,14
MA4318056,PFBS,2021-2022,4.5
MA4318056,PFHxS,2021-2022,1.4
MA4318056,PFHxA,2021-2022,2.1
MA4318056,PFOS,2021-2022,2.9
MA4318056,PFOA,2021-2022,3.1
MA4318056,PFHpA,2021-2022,1
MA4318056,Total PFAS,2021-2022,14
MA4318071,PFBS,2022,1
MA4318071,PFHxS,2022,2.8
MA4318071,PFOS,2022,2.3
MA4318071,Total PFAS,2022,6.1
MA4318074,PFBS,2022,1.1
MA4318074,PFHxA,2022,2.2
MA4318074,PFOS,2022,1.3
MA4318074,PFOA,2022,1.8
MA4318074,PFHpA,2022,1.2
MA4318074,Total PFAS,2022,7.6
MA4318075,PFBS,2022,0.9
MA4318075,PFHxS,2022,1.2
MA4318075,PFHxA,2022,1.2
MA4318075,PFOA,2022,1.7
MA4318075,PFHpA,2022,0.8
MA4318075,Total PFAS,2022,5.8
MA4318080,PFBS,2022,1.8
MA4318080,PFHxA,2022,6.9
MA4318080,PFOS,2022,1.9
MA4318080,PFOA,2022,2.4
MA4318080,PFHpA,2022,2.8
MA4318080,Total PFAS,2022,16
MA4318091,PFBS,2022,1.1
MA4318091,PFHxS,2022,3
MA4318091,PFHxA,2021-2022,1.5
MA4318091,PFOA,2022,1.5
MA4318091,PFHpA,2021-2022,0.8
MA4318091,Total PFAS,2021-2022,5.9
MA4318093,PFHxS,2021,0.5
MA4318093,PFHxA,2021,1.1
MA4318093,PFOS,2021,1
MA4318093,PFOA,2021,2.1
MA4318093,PFHpA,2021,0.8
MA4318093,Total PFAS,2021,5.5
MA4318094,PFBS,2022,2.5
MA4318094,Total PFAS,2022,2.5
MA4318096,PFHxA,2022,0.7
MA4318096,PFOA,2022,0.8
MA4318096,Total PFAS,2022,1.5
MA4318098,PFBS,2022,1.9
MA4318098,PFHxA,2022,1.7
MA4318098,PFOS,2022,0.9
MA4318098,PFOA,2022,1.9
MA4318098,PFHpA,2022,1.2
MA4318098,Total PFAS,2022,7.6
MA4318103,PFBS,2022,75
MA4318103,PFHxS,2022,5.1
MA4318103,Total PFAS,2022,80
MA4318107,PFHxA,2021-2022,2.2
MA4318107,PFOA,2021-2022,0.7
MA4318107,Total PFAS,2021-2022,3
MA4318109,PFBS,2022,0.7
MA4318109,PFHxS,2022,0.8
MA4318109,Total PFAS,2022,1.5
MA4318118,PFBS,2022,0.5
MA4318118,PFHxA,2022,0.7
MA4318118,PFOA,2022,1.3
MA4318118,PFHpA,2022,0.8
MA4318118,Total PFAS,2022,3.4
MA4318119,PFBS,2022,2.8
MA4318119,PFHxS,2022,0.7
MA4318119,PFHxA,2022,3.1
MA4318119,PFOA,2022,2.4
MA4318119,PFHpA,2022,2.2
MA4318119,Total PFAS,2022,11
MA4318121,PFBS,2022,0.6
MA4318121,Total PFAS,2022,0.6
MA4334000,PFBS,2022,1.4
MA4334000,PFHxS,2022,0.9
MA4334000,PFHxA,2022,2.2
MA4334000,PFOS,2022,2.5
MA4334000,PFOA,2022,3.5
MA4334000,PFHpA,2022,1.6
MA4334000,PFNA,2022,0.5
MA4334000,Total PFAS,2022,11
MA4334004,PFHxA,2021-2022,2.1
MA4334004,PFOS,2021-2022,1.3
MA4334004,PFOA,2021-2022,2
MA4334004,PFHpA,2021-2022,0.9
MA4334004,Total PFAS,2021-2022,6.2
MA4334009,PFBS,2021,0.9
MA4334009,PFHxA,2021,0.9
MA4334009,PFOA,2021,1.5
MA4334009,PFHpA,2021,0.7
MA4334009,Total PFAS,2021,3.9
MA4334012,PFBS,2021-2022,1.1
MA4334012,PFHxS,2021,0.5
MA4334012,PFHxA,2021-2022,1.7
MA4334012,PFOS,2021-2022,2.8
MA4334012,PFOA,2021-2022,2.7
MA4334012,PFHpA,2021-2022,1
MA4334012,NMeFOSAA,2021,0.6
MA4334012,Total PFAS,2021-2022,9.9
MA4334027,PFOS,2022,0.8
MA4334027,Total PFAS,2022,0.8
MA4334031,PFHxS,2020,0.5
MA4334031,PFHxA,2020-2022,0.7
MA4334031,PFOS,2020,1.3
MA4334031,PFOA,2020-2022,2.2
MA4334031,PFHpA,2020-2022,1.1
MA4334031,Total PFAS,2020-2022,5.7
MA4334042,PFBS,2022,0.7
MA4334042,PFHxA,2022,0.7
MA4334042,PFOA,2022,1
MA4334042,Total PFAS,2022,2.3
MA4334052,PFHxA,2021,1.9
MA4334052,PFOA,2021,0.9
MA4334052,Total PFAS,2021,1.9
MA4334065,PFBS,2021-2022,2.1
MA4334065,PFHxS,2021-2022,1.4
MA4334065,PFHxA,2021-2022,1
MA4334065,PFOS,2021-2022,2
MA4334065,PFOA,2021-2022,3.6
MA4334065,PFHpA,2021-2022,0.9
MA4334065,Total PFAS,2021-2022,10
MA4334073,PFBS,2021-2022,1.6
MA4334073,PFHxS,2021-2022,1.7
MA4334073,PFHxA,2021-2022,2.6
MA4334073,PFOS,2021-2022,0.7
MA4334073,PFOA,2021-2022,3.4
MA4334073,PFHpA,2021-2022,1.1
MA4334073,N-EtFOSAA,2022,0.8
MA4334073,Total PFAS,2021-2022,11
MA4334079,PFBS,2021,2.8
MA4334079,PFHxA,2021,2.4
MA4334079,PFOA,2021,3.1
MA4334079,PFHpA,2021,1.2
MA4334079,Total PFAS,2021,9.5
MA4334080,PFHxS,2021,2.1
MA4334080,PFHxA,2021,0.6
MA4334080,PFOS,2021,1.2
MA4334080,PFOA,2021,0.9
MA4334080,Total PFAS,2021,4.7
MA4334082,PFOS,2021,1.2
MA4334082,PFDoA,2021,0.7
MA4334082,11Cl-PF3OUdS,2021,0.7
MA4334082,N-EtFOSAA,2021,0.9
MA4334082,Total PFAS,2021,3.6
MA4334084,PFOS,2021,1
MA4334084,PFOA,2021,2.5
MA4334084,PFHpA,2021,0.7
MA4334084,N-EtFOSAA,2021,1.1
MA4334084,NMeFOSAA,2021,0.8
MA4334084,Total PFAS,2021,4.1
MA4334088,PFBS,2021-2022,0.9
MA4334088,PFHxA,2021-2022,0.9
MA4334088,PFOA,2021-2022,3.1
MA4334088,PFHpA,2021-2022,1.2
MA4334088,Total PFAS,2021-2022,4.3
MA4334092,PFBS,2021-2022,0.8
MA4334092,PFHxS,2021-2022,0.7
MA4334092,PFHxA,2021-2022,2.8
MA4334092,PFOS,2021-2022,1.1
MA4334092,PFOA,2021-2022,1.8
MA4334092,PFHpA,2021-2022,1.2
MA4334092,Total PFAS,2021-2022,7.5
MA4334093,N-EtFOSAA,2022,1.4
MA4334093,NMeFOSAA,2022,1
MA4334093,Total PFAS,2022,2.4
MA4334094,PFBS,2021-2022,2.1
MA4334094,PFHxS,2021-2022,1.2
MA4334094,PFHxA,2021-2022,4.4
MA4334094,PFOS,2021-2022,0.8
MA4334094,PFOA,2021-2022,3.8
MA4334094,PFHpA,2021-2022,1
MA4334094,Total PFAS,2021-2022,13
MA4338002,PFHxS,2021,0.6
MA4338002,PFHxA,2021-2022,0.8
MA4338002,PFOS,2022,0.7
MA4338002,PFOA,2021-2022,1.8
MA4338002,PFHpA,2022,0.5
MA4338002,Total PFAS,2021-2022,3.8
MA6000000,PFBS,2021,0.5
MA6000000,PFHxA,2021,1.2
MA6000000,PFOS,2021,1.1
MA6000000,PFOA,2021,1.6
MA6000000,PFHpA,2021,1.1
MA6000000,Total PFAS,2021,5.5
MD0070016,PFBA,2023,13
MD0070016,Total PFAS,2023,13
MD0130002,PFPeA,2023,3
MD0130002,Total PFAS,2023,3
MD0150003,PFPeA,2023,3.8
MD0150003,Total PFAS,2023,3.8
MD0150005,PFHxA,2023,4.8
MD0150005,PFPeA,2023,6.7
MD0150005,Total PFAS,2023,12
MD0230001,PFHxS,2023,4.9
MD0230001,PFHxA,2023,4.8
MD0230001,PFPeA,2023,6.8
MD0230001,PFHpA,2023,3.5
MD0230001,Total PFAS,2023,17
ME0000242,PFOA,2019,2.1
ME0000242,Total PFAS,2019,2.1
ME0001006,PFHxA,2019,2.4
ME0001006,PFOA,2019,3
ME0001006,Total PFAS,2019,5.4
ME0002809,PFOS,2019,2.2
ME0002809,Total PFAS,2019,2.2
ME0090570,PFHxS,2023,3.3
ME0090570,PFHxA,2023,6
ME0090570,Total PFAS,2023,9.3
ME0090610,PFHxS,2023,4.2
ME0090610,Total PFAS,2023,4.2
ME0090970,N-EtFOSAA,2019,2.1
ME0090970,Total PFAS,2019,2.1
ME0092388,PFHxA,2017,5.1
